Chromosome	Start_Range	End_Range	Count_of_GC	Normalized_Amount_GC	N_Percentage
2	222355123	222411672	28189	0.498479221927	0.0
2	222416242	222452180	18260	0.508083140878	0.0
2	222454182	222474434	8881	0.438502937836	0.0
2	222474864	222484853	4492	0.44964964965	0.0
2	222488583	222556357	32568	0.48053116931	0.0
2	222556646	222556707	16	0.258064516129	0.0
2	222557114	222600449	23506	0.542412774598	0.0
2	222603768	222607247	1981	0.569252873563	0.0
2	222979601	222992835	5691	0.429996222138	0.0
2	223008020	223018151	4273	0.421733122779	0.0
2	223018165	223018165	0	0.0	0.0
2	223018167	223080007	25989	0.420255170518	0.0
2	223080444	223082626	980	0.448923499771	0.0
2	223083109	223100240	6299	0.367674527201	0.0
2	223100338	223113542	5413	0.409920484665	0.0
2	223113941	223124619	4130	0.386740331492	0.0
2	223129970	223166331	15072	0.414498652439	0.0
2	223166957	223200558	13445	0.40012499256	0.0
2	223206952	223216312	3814	0.407435103087	0.0
2	223220368	223262091	17487	0.419111302847	0.0
2	223262515	223277605	6130	0.406202372275	0.0
2	223279409	223311307	12723	0.398852628609	0.0
2	223311328	223311331	1	0.25	0.0
2	223311333	223318468	3021	0.423346412556	0.0
2	223318489	223354213	14729	0.412288313506	0.0
2	223354215	223370473	6185	0.380404698936	0.0
2	223891383	223964258	27200	0.373236730885	0.0
2	223970653	224019765	18035	0.367214383157	0.0
2	224026407	224061008	13264	0.383330443327	0.0
2	224066109	224098543	12712	0.391922306151	0.0
2	224098545	224193963	35834	0.375543654828	0.0
2	224203285	224230025	10421	0.389701207883	0.0
2	224293409	224296631	1067	0.331058020478	0.0
2	224302120	224330205	10345	0.368332977284	0.0
2	224331320	224345299	4850	0.346924177396	0.0
2	224347235	224355160	2851	0.359702245773	0.0
2	224355853	224369410	5104	0.376456704529	0.0
2	224371092	224376096	1838	0.367232767233	0.0
2	224378145	224419044	14564	0.35608801956	0.0
2	224419065	224419766	243	0.346153846154	0.0
2	224425151	224427535	892	0.374004192872	0.0
2	224439870	224491414	19690	0.3819963139	0.0
2	224492938	224513590	8092	0.391807485595	0.0
2	224515047	224559983	17912	0.398602487928	0.0
2	224580684	224592835	4679	0.385039499671	0.0
2	224629240	224646643	6808	0.391174442657	0.0
2	224665809	224669474	1390	0.379159847245	0.0
2	224810300	224842288	12141	0.379536715746	0.0
2	224842290	224852262	3814	0.382432567933	0.0
2	224858569	224871231	4517	0.356708520888	0.0
2	224872932	224880803	3100	0.393800813008	0.0
2	224883528	224888534	1894	0.37827042141	0.0
2	224888827	224909743	7189	0.343691733996	0.0
2	224909937	224918090	2989	0.36656855531	0.0
2	224919890	224947357	10502	0.382335808941	0.0
2	224960914	224974796	5488	0.39530360873	0.0
2	224974801	225016597	15946	0.381510634735	0.0
2	225016790	225018352	549	0.351247600768	0.0
2	225018799	225035977	6140	0.357413120671	0.0
2	225044600	225047175	949	0.368400621118	0.0
2	225047177	225145626	37602	0.381940071102	0.0
2	225230691	225257090	10243	0.387992424242	0.0
2	225262527	225270141	2935	0.385423506238	0.0
2	225273068	225318769	17157	0.375410266509	0.0
2	225324478	225326580	805	0.382786495483	0.0
2	225331408	225425528	35538	0.377577798791	0.0
2	225425530	225425978	148	0.329621380846	0.0
2	225429202	225516296	37013	0.424972730926	0.0
2	225730942	225760331	12053	0.410105478054	0.0
2	225763676	225782384	7018	0.375113581699	0.0
2	225789716	225807118	6530	0.375222662759	0.0
2	226105135	226105361	90	0.396475770925	0.0
2	226105384	226114028	3045	0.352226720648	0.0
2	226114030	226131797	6485	0.364981990095	0.0
2	226157837	226224616	27401	0.410317460317	0.0
2	227420414	227423917	1487	0.424372146119	0.0
2	227423938	227476554	20300	0.385806868503	0.0
2	228041265	228043249	809	0.407556675063	0.0
2	228060383	228092074	12033	0.379685725104	0.0
2	228093137	228094637	544	0.362425049967	0.0
2	228094956	228100997	2316	0.383316782522	0.0
2	228102344	228188874	33163	0.38324993355	0.0
2	228230914	228249584	7184	0.384767821756	0.0
2	228253885	228257438	1729	0.486494091165	0.0
2	228267534	228283548	5782	0.361036528255	0.0
2	228284566	228307256	8856	0.390286897889	0.0
2	228313258	228364755	18712	0.363353916657	0.0
2	228365728	228378801	4559	0.348707358115	0.0
2	228384803	228388208	1384	0.406341749853	0.0
2	228405110	228425610	6533	0.318667382079	0.0
2	228593253	228610504	6590	0.381984697426	0.0
2	228610650	228619506	3056	0.345037823191	0.0
2	228620223	228637902	6148	0.347737556561	0.0
2	228725758	228740385	5556	0.3798195242	0.0
2	228740525	228752465	4587	0.384138681852	0.0
2	228763100	228777063	5300	0.37954740762	0.0
2	228779506	228810554	11917	0.383812683178	0.0
2	228845237	228864426	7297	0.380250130276	0.0
2	229069884	229083649	4734	0.343890745315	0.0
2	229151008	229155204	1472	0.350726709554	0.0
2	229161206	229183947	8158	0.358719549732	0.0
2	229184288	229184519	64	0.275862068966	0.0
2	229184879	229217038	10379	0.322730099502	0.0
2	229232427	229239149	2601	0.38688085676	0.0
2	230170375	230174575	1419	0.337776719829	0.0
2	230174577	230179112	1621	0.357363315697	0.0
2	230179114	230180671	551	0.353658536585	0.0
2	230603133	230628100	9882	0.395786606857	0.0
2	230636753	230662159	11192	0.440508521274	0.0
2	230666308	230688456	8968	0.404894126146	0.0
2	230943577	230979948	15426	0.424117452986	0.0
2	230980239	230996345	6703	0.416154467002	0.0
2	230996453	231004192	3489	0.450775193798	0.0
2	231005803	231019308	6063	0.448911594847	0.0
2	231020695	231053687	14009	0.424605219289	0.0
2	231171080	231178482	2889	0.390247197082	0.0
2	231179543	231192871	4987	0.374146597644	0.0
2	231196904	231245963	19038	0.388055442316	0.0
2	231247919	231249531	624	0.386856788593	0.0
2	231250277	231306865	21904	0.387071692378	0.0
2	232141149	232156419	5309	0.347652413071	0.0
2	232201536	232246835	16800	0.370860927152	0.0
2	232247017	232276666	11440	0.385834738617	0.0
2	232564113	232565318	470	0.389718076285	0.0
2	232566191	232569402	1185	0.368929016189	0.0
2	232570303	232575239	1881	0.381000607656	0.0
2	232575313	232576001	312	0.452830188679	0.0
2	232624122	232648374	9775	0.403042922525	0.0
2	232650237	232660338	4187	0.414472381707	0.0
2	232661903	232715017	20733	0.390341711381	0.0
2	232715019	232728688	5461	0.399487929773	0.0
2	232730228	232740874	3943	0.370339062647	0.0
2	232744332	232757346	5225	0.401459854015	0.0
2	232757366	232774449	7207	0.421856708031	0.0
2	232963792	232967775	1691	0.424447791165	0.0
2	232967777	232973069	2116	0.399773285471	0.0
2	232977495	232994841	7032	0.40537268692	0.0
2	232995595	233037605	18219	0.433672133489	0.0
2	233041583	233045146	1412	0.396184062851	0.0
2	233046616	233055475	3361	0.37934537246	0.0
2	233056181	233061490	1850	0.348399246704	0.0
2	233076391	233099788	8318	0.355500470126	0.0
2	233099790	233102991	1150	0.359150530918	0.0
2	233102993	233103584	204	0.344594594595	0.0
2	233103586	233104900	476	0.361977186312	0.0
2	233116105	233173557	21491	0.374062276992	0.0
2	233173559	233180643	2702	0.381369089626	0.0
2	233180982	233181403	140	0.331753554502	0.0
2	233210237	233213725	1357	0.388936658068	0.0
2	233214908	233215076	81	0.479289940828	0.0
2	233215385	233231549	7379	0.45648004949	0.0
2	233233288	233273593	17255	0.428100034734	0.0
2	233455781	233463357	3460	0.456645110202	0.0
2	233463699	233475789	5252	0.43437267389	0.0
2	233508304	233520001	4868	0.416139511028	0.0
2	234607481	234610580	1215	0.391935483871	0.0
2	234611710	234628500	7438	0.44297540349	0.0
2	235726731	235728911	1349	0.618523613022	0.0
2	235730601	235734723	1872	0.45403832161	0.0
2	235735265	235787861	28266	0.537407076449	0.0
2	235788429	235802591	6961	0.491491915555	0.0
2	235803462	235816098	7781	0.615731581863	0.0
2	235819772	235833489	7630	0.556203528211	0.0
2	235834094	235841286	3652	0.507715834839	0.0
2	235846919	235889520	21244	0.498662034646	0.0
2	238780928	238783241	993	0.429127052723	0.0
2	238783742	238785990	1116	0.496220542463	0.0
2	238788965	238794808	2700	0.462012320329	0.0
2	238795388	238809549	6238	0.44047450925	0.0
2	238810519	238810744	100	0.442477876106	0.0
2	238810746	238810840	30	0.315789473684	0.0
2	238810842	238810855	6	0.428571428571	0.0
2	238810857	238811484	210	0.334394904459	0.0
2	238811486	238812239	363	0.481432360743	0.0
2	238812241	238812575	161	0.480597014925	0.0
2	238812577	238812646	37	0.528571428571	0.0
2	238812648	238813942	579	0.447104247104	0.0
2	238813944	238815510	594	0.379068283344	0.0
2	238815512	238817649	933	0.436389148737	0.0
2	238817651	238817882	103	0.443965517241	0.0
2	238817884	238821750	1693	0.437807085596	0.0
2	238821752	238822534	388	0.495530012771	0.0
2	238822536	238823462	349	0.376483279396	0.0
2	238823464	238824918	694	0.476975945017	0.0
2	238824920	238826188	606	0.477541371158	0.0
2	238826190	238826934	324	0.434899328859	0.0
2	238829387	238829849	204	0.44060475162	0.0
2	238829851	238830190	162	0.476470588235	0.0
2	238830192	238830248	16	0.280701754386	0.0
2	238830250	238830589	148	0.435294117647	0.0
2	238830591	238830850	103	0.396153846154	0.0
2	238830852	238834125	1288	0.393402565669	0.0
2	238834127	238834136	5	0.5	0.0
2	238834138	238838455	2006	0.464566929134	0.0
2	238838457	238839332	364	0.415525114155	0.0
2	238839334	238840054	254	0.352288488211	0.0
2	238840056	238840998	400	0.424178154825	0.0
2	238841000	238841299	161	0.536666666667	0.0
2	238841301	238841490	77	0.405263157895	0.0
2	238841492	238842006	236	0.458252427184	0.0
2	238842008	238842327	168	0.525	0.0
2	238842329	238843103	304	0.392258064516	0.0
2	238843105	238843994	409	0.459550561798	0.0
2	238843996	238844240	129	0.526530612245	0.0
2	238844242	238844860	272	0.439418416801	0.0
2	238844862	238844919	29	0.5	0.0
2	238844921	238846400	647	0.437162162162	0.0
2	238846402	238869972	11633	0.493530185397	0.0
2	238892364	238911115	8955	0.477549061433	0.0
2	239315326	239345419	14384	0.477969030372	0.0
2	239347319	239347927	287	0.471264367816	0.0
2	239348799	239366782	7740	0.430382562278	0.0
2	239367058	239386847	8910	0.450227387569	0.0
2	239406319	239406806	282	0.577868852459	0.0
2	239415192	239448351	15403	0.464505428227	0.0
2	241058496	241061383	1313	0.454639889197	0.0
2	241079928	241086206	2921	0.465201465201	0.0
2	241153069	241158268	2207	0.424423076923	0.0
2	241253434	241257757	2191	0.506706753006	0.0
2	241318142	241322579	2364	0.532672374944	0.0
2	241339194	241350528	5367	0.473489192766	0.0
2	241404288	241419394	6258	0.414245051963	0.0
2	242160332	242176805	6836	0.414956901785	0.0
2	242183006	242193529	5239	0.497814519194	0.0
3	1	18322	3680	0.200851435433	0.545791944111
3	5089712	5106381	7790	0.467306538692	0.0
3	5108154	5138598	13411	0.440499260962	0.0
3	6618046	6638263	7688	0.380255218122	0.0
3	6638291	6638623	124	0.372372372372	0.0
3	8854947	8905993	24282	0.475679275961	0.0
3	9089916	9108016	8289	0.457930501077	0.0
3	9112617	9115701	1573	0.509886547812	0.0
3	9116156	9180777	28811	0.445838878401	0.0
3	9183533	9192266	4195	0.480306846806	0.0
3	9223983	9299939	34807	0.458246112932	0.0
3	9300529	9301453	418	0.451891891892	0.0
3	9346105	9348168	934	0.452519379845	0.0
3	9349972	9390065	18013	0.449269217339	0.0
3	9455974	9495687	16318	0.410887848114	0.0
3	13355053	13356851	929	0.516397998888	0.0
3	13358451	13377723	9609	0.498573133399	0.0
3	13377915	13415461	19870	0.529203398407	0.0
3	13415463	13424141	4277	0.492798709529	0.0
3	13424143	13453749	15620	0.52757793765	0.0
3	13453751	13456340	1400	0.540540540541	0.0
3	13456342	13485960	15091	0.509504034572	0.0
3	14823861	14853857	14029	0.467680101343	0.0
3	14853987	14862939	4035	0.450686920585	0.0
3	15308300	15324274	7278	0.45558685446	0.0
3	15587084	15587205	62	0.508196721311	0.0
3	15587495	15592123	2001	0.432274789371	0.0
3	15593151	15636526	18677	0.43058373294	0.0
3	15641079	15651451	4527	0.436421478839	0.0
3	15892235	15923981	11667	0.367499291272	0.0
3	15937449	15946710	3230	0.348736773915	0.0
3	15973353	15987011	4941	0.361739512409	0.0
3	16019113	16026104	2329	0.333094965675	0.0
3	16034755	16112380	29434	0.379177079844	0.0
3	16117131	16117589	216	0.470588235294	0.0
3	16117778	16150635	13931	0.423975896281	0.0
3	16214533	16228588	5433	0.386525327262	0.0
3	16232835	16233113	92	0.329749103943	0.0
3	16234924	16247769	5147	0.400669469095	0.0
3	16247771	16280651	13262	0.403333231958	0.0
3	16283313	16309030	10754	0.418150711564	0.0
3	16310062	16313912	1673	0.434432614905	0.0
3	16622177	16622617	199	0.451247165533	0.0
3	16658052	16694260	14440	0.398795879477	0.0
3	16694318	16698587	1625	0.38056206089	0.0
3	16704589	16715941	4889	0.43063507443	0.0
3	16721943	16751577	13222	0.446161633204	0.0
3	16751817	16754571	1274	0.462431941924	0.0
3	16754608	16809699	22160	0.402236259348	0.0
3	16832587	16889736	22026	0.385406824147	0.0
3	16889738	16953701	25269	0.395050340817	0.0
3	16977638	16984078	2349	0.364694923149	0.0
3	16989692	17032608	17377	0.404897826036	0.0
3	17040309	17062693	8879	0.396649542104	0.0
3	17063654	17082595	7422	0.391827684511	0.0
3	17090263	17131922	15943	0.382693230917	0.0
3	17166776	17172577	2324	0.400551533954	0.0
3	17248974	17275455	10294	0.388716864285	0.0
3	17277255	17337661	23330	0.386213518301	0.0
3	17940827	17985574	17202	0.384419415393	0.0
3	17985976	17999520	5708	0.421410114433	0.0
3	17999641	18025565	10151	0.391552555448	0.0
3	18032162	18033255	497	0.454296160878	0.0
3	18035055	18067090	12630	0.394243975528	0.0
3	18067743	18092706	9789	0.39212465951	0.0
3	18092754	18107236	6174	0.426292895118	0.0
3	18140731	18155334	5448	0.373048479869	0.0
3	18211141	18220325	3054	0.332498639085	0.0
3	18240614	18281753	16579	0.402989790958	0.0
3	18281774	18315207	12577	0.376173954657	0.0
3	18318366	18318495	41	0.315384615385	0.0
3	18386959	18410456	9143	0.389096944421	0.0
3	18410458	18430795	7454	0.366506047792	0.0
3	24220259	24223650	1434	0.422759433962	0.0
3	24225549	24244276	7546	0.402926099957	0.0
3	24272016	24298287	11331	0.431295676005	0.0
3	25071868	25130675	21768	0.370153720582	0.0
3	25131497	25135117	1285	0.354874344104	0.0
3	25285745	25322231	14009	0.3839449667	0.0
3	25513617	25535412	8400	0.385391815012	0.0
3	25535427	25543342	2975	0.375821121779	0.0
3	25591530	25597902	2118	0.332339557508	0.0
3	25654407	25657831	1403	0.409635036496	0.0
3	25658121	25677229	7681	0.401957192946	0.0
3	25683048	25696729	5524	0.403742142962	0.0
3	25704535	25746200	16445	0.394686314981	0.0
3	25751428	25752342	360	0.393442622951	0.0
3	25785189	25786050	304	0.352668213457	0.0
3	26432980	26461749	10826	0.376294751477	0.0
3	26634999	26637947	1179	0.3997965412	0.0
3	26649597	26660028	4224	0.40490797546	0.0
3	26668009	26676011	2850	0.356116456329	0.0
3	27379591	27388834	3749	0.405560363479	0.0
3	27388991	27427092	14831	0.389244659073	0.0
3	27430341	27488702	22837	0.391299132997	0.0
3	27489082	27553267	23644	0.368366933599	0.0
3	27560335	27581570	7623	0.35896590695	0.0
3	27613573	27616747	1284	0.404409448819	0.0
3	27616749	27623426	2337	0.34995507637	0.0
3	27624443	27633537	3380	0.371632765256	0.0
3	27635806	27650987	5487	0.361414833355	0.0
3	27651705	27654227	1119	0.443519619501	0.0
3	27656695	27660252	1363	0.383080382237	0.0
3	27665032	27671908	2621	0.381125490766	0.0
3	27676933	27683433	2357	0.362559606214	0.0
3	27823048	27903680	32197	0.399303014895	0.0
3	27911375	27980495	29756	0.43049145701	0.0
3	27993054	28116062	50085	0.407165329366	0.0
3	28159443	28166702	2896	0.398898071625	0.0
3	28210541	28220994	4133	0.395351061795	0.0
3	28252566	28311616	22093	0.37413422296	0.0
3	28396651	28408028	4315	0.379240639831	0.0
3	28409529	28420480	4153	0.379200146092	0.0
3	30199316	30211731	4238	0.341333762887	0.0
3	30305650	30346189	13848	0.341588554514	0.0
3	30346341	30371459	8852	0.352402563796	0.0
3	30372252	30390364	6428	0.354883233037	0.0
3	30390789	30399673	3303	0.371750140687	0.0
3	30400166	30427882	10343	0.373164483891	0.0
3	30427894	30432741	1711	0.352929042904	0.0
3	30479420	30496794	6481	0.373007194245	0.0
3	30951092	30951309	90	0.412844036697	0.0
3	30958392	30986271	10758	0.385868005739	0.0
3	30987888	30994730	2487	0.363437088996	0.0
3	31044061	31067901	9465	0.39700515918	0.0
3	31068292	31073632	1969	0.368657554765	0.0
3	31106531	31116220	3955	0.408152734778	0.0
3	31116952	31155990	15416	0.394887164118	0.0
3	31155992	31169084	4829	0.36882303521	0.0
3	31169087	31169095	2	0.222222222222	0.0
3	31169116	31179210	3702	0.366716196137	0.0
3	31182814	31206159	8990	0.385076672663	0.0
3	31210528	31269283	22044	0.375178705154	0.0
3	31269907	31298304	10588	0.372843157969	0.0
3	31298326	31305284	2636	0.378790056043	0.0
3	31310187	31321451	4217	0.374345317355	0.0
3	31325892	31336877	4225	0.384580375023	0.0
3	31340840	31342135	486	0.375	0.0
3	31368539	31386932	6890	0.374578666957	0.0
3	33172887	33189003	6236	0.3869206428	0.0
3	33192859	33210110	7045	0.408358451194	0.0
3	33621026	33638229	7171	0.416821669379	0.0
3	33671250	33681131	4257	0.430783242259	0.0
3	33681404	33694633	5361	0.405215419501	0.0
3	34205032	34208144	1125	0.361387728879	0.0
3	34209335	34218570	3695	0.400064963188	0.0
3	34249433	34252850	1416	0.414277355178	0.0
3	34281840	34296490	5698	0.388915432394	0.0
3	34330078	34412794	33254	0.402021349904	0.0
3	34906173	34907867	654	0.385840707965	0.0
3	35229571	35239739	3686	0.362474186252	0.0
3	35248266	35257358	3376	0.37127460684	0.0
3	35257393	35275371	6831	0.379943267145	0.0
3	35287987	35304281	6339	0.389015035287	0.0
3	35332402	35358496	9652	0.36987928722	0.0
3	35372956	35374349	441	0.316355810617	0.0
3	35377754	35408143	11068	0.364198749589	0.0
3	35597653	35628936	10970	0.35065848357	0.0
3	35629082	35673741	15485	0.346730855352	0.0
3	36327155	36329889	1092	0.399268738574	0.0
3	38091073	38113448	9776	0.436896675009	0.0
3	38113651	38126290	5431	0.429667721519	0.0
3	38126292	38140456	6608	0.466501941405	0.0
3	38142156	38155045	5257	0.40783553142	0.0
3	38306552	38326409	8609	0.433528049149	0.0
3	38327385	38351201	10767	0.452072049376	0.0
3	38360781	38383275	9282	0.412625027784	0.0
3	38388350	38412039	10961	0.462684677079	0.0
3	38412041	38453309	16793	0.40691560251	0.0
3	38456910	38513496	23778	0.420202520013	0.0
3	38517744	38561518	22645	0.517304397487	0.0
3	38562145	38564118	1056	0.534954407295	0.0
3	38651949	38744974	41230	0.443209425322	0.0
3	38801422	38802155	285	0.388283378747	0.0
3	38805662	38816483	4760	0.439844760673	0.0
3	38821829	38839385	8320	0.47388506009	0.0
3	38852618	38876713	11953	0.496057436919	0.0
3	38878621	38892256	5519	0.404737459666	0.0
3	39094307	39138417	21797	0.494139783727	0.0
3	39233828	39240510	3003	0.449349094718	0.0
3	39273968	39289376	6839	0.44383152703	0.0
3	39293025	39296449	1532	0.447299270073	0.0
3	39373690	39403254	12773	0.432031117876	0.0
3	39412434	39419563	2478	0.347545582048	0.0
3	39425137	39427684	1078	0.423076923077	0.0
3	39427686	39432809	1705	0.33274785324	0.0
3	39435910	39452366	6353	0.386036337121	0.0
3	39474995	39492780	7459	0.41937478916	0.0
3	39514007	39516743	1219	0.445378151261	0.0
3	39599131	39643939	17359	0.387399852708	0.0
3	39648018	39689082	19585	0.476926823329	0.0
3	39747701	39751421	2097	0.563558183284	0.0
3	39753811	39769527	7066	0.449576891264	0.0
3	39783234	39826016	18228	0.426057078746	0.0
3	39826018	39858758	14920	0.455697749	0.0
3	39859232	39859532	140	0.46511627907	0.0
3	39999255	40037494	15771	0.412421548117	0.0
3	40317062	40320630	1523	0.42673017652	0.0
3	40524510	40539688	5894	0.388299624481	0.0
3	40542686	40586059	17549	0.404597224143	0.0
3	40588818	40596595	3100	0.398560041142	0.0
3	40597423	40616611	7309	0.380895304602	0.0
3	40653887	40662188	3367	0.405564924115	0.0
3	40662190	40698269	14897	0.412888026608	0.0
3	40701584	40712188	4381	0.413107024988	0.0
3	40712996	40720530	3023	0.401194426012	0.0
3	41132809	41152618	8253	0.416607773852	0.0
3	41153418	41200309	20082	0.428260684125	0.0
3	41224410	41227300	1158	0.400553441716	0.0
3	41246203	41269870	8945	0.377936454284	0.0
3	42361889	42438878	29401	0.381880763736	0.0
3	42439066	42469593	12282	0.40231918239	0.0
3	42473172	42492549	7493	0.386675611518	0.0
3	42515708	42597230	34462	0.422727328484	0.0
3	42599678	42630116	13690	0.449751962942	0.0
3	42661136	42683808	9972	0.439818286067	0.0
3	42775830	42777214	586	0.423104693141	0.0
3	42780013	42784093	1866	0.457240872335	0.0
3	42787597	42796618	4181	0.463422744403	0.0
3	42801651	42819209	7878	0.448658807449	0.0
3	42819666	42823974	1975	0.458343003017	0.0
3	42824003	42851770	11924	0.429415154134	0.0
3	42852471	42856914	1832	0.412241224122	0.0
3	42856919	42867755	4935	0.455384331457	0.0
3	42869955	42879780	4399	0.447689802565	0.0
3	42880051	42884730	2146	0.458547008547	0.0
3	43357908	43375563	8171	0.462788853647	0.0
3	43386095	43425695	16491	0.416428878059	0.0
3	43429943	43442114	4874	0.40042720999	0.0
3	43455735	43483351	12439	0.450410978745	0.0
3	43485725	43507235	9392	0.436613825485	0.0
3	43534393	43543083	3651	0.420089748015	0.0
3	43555193	43581492	10148	0.385855513308	0.0
3	43758385	43764310	2270	0.383057711779	0.0
3	43767857	43809222	18324	0.442972489484	0.0
3	43809336	43814111	2344	0.490787269682	0.0
3	43843444	43860924	6737	0.385389851839	0.0
3	43860926	43894424	14336	0.427953073226	0.0
3	43897589	43906671	3866	0.42563029836	0.0
3	43911522	43916652	1805	0.351783278113	0.0
3	43970461	43995108	11920	0.483609217786	0.0
3	43999809	44006248	2499	0.388043478261	0.0
3	44040708	44067924	10414	0.382628504244	0.0
3	44297784	44318908	8984	0.425278106509	0.0
3	44345551	44360855	6260	0.409016661222	0.0
3	44362277	44384498	10010	0.450454504545	0.0
3	44420413	44456108	13964	0.391192290453	0.0
3	44470214	44483925	5350	0.390169194866	0.0
3	44492017	44496706	2256	0.481023454158	0.0
3	44498449	44502631	2007	0.479799187186	0.0
3	44507856	44510618	1274	0.461093014839	0.0
3	44510956	44566254	23170	0.418994918534	0.0
3	44568130	44570006	718	0.38252530634	0.0
3	44602681	44660199	23981	0.41692310367	0.0
3	44710556	44797462	36638	0.421577088152	0.0
3	45152311	45155220	1268	0.435738831615	0.0
3	45160794	45203610	19126	0.446691734591	0.0
3	45248516	45267208	7508	0.4016476756	0.0
3	45268574	45275808	2839	0.392398064962	0.0
3	45286209	45303196	7121	0.419178243466	0.0
3	45304813	45343269	16597	0.431572925605	0.0
3	45514462	45517355	1294	0.447131997236	0.0
3	45519255	45531595	5684	0.460578559274	0.0
3	45531597	45567582	16857	0.468432168065	0.0
3	45755166	45762801	3140	0.411210057622	0.0
3	45968765	45974971	2821	0.454486869663	0.0
3	46078909	46108000	11667	0.401038086072	0.0
3	46114002	46181740	28284	0.417543807851	0.0
3	46183218	46272640	42117	0.470986211601	0.0
3	46272727	46371502	42052	0.425730946789	0.0
3	46371523	46378142	2234	0.33746223565	0.0
3	46403304	46421932	8761	0.470288260239	0.0
3	48786235	48819514	15400	0.462740384615	0.0
3	48821214	48856218	16648	0.475589201543	0.0
3	48856220	48858614	1073	0.448016701461	0.0
3	48859314	48875843	6878	0.416091954023	0.0
3	48876047	48905059	15062	0.51914658946	0.0
3	48908821	48910977	1207	0.559573481688	0.0
3	48913967	48919845	2851	0.484946419459	0.0
3	48922073	48993667	32359	0.451972903136	0.0
3	49001868	49002067	62	0.31	0.0
3	49019668	49034442	6310	0.427072758037	0.0
3	49034456	49036117	627	0.37725631769	0.0
3	49038326	49050189	5274	0.444538098449	0.0
3	49050248	49068613	7523	0.409615594032	0.0
3	49324969	49362037	21729	0.586177129138	0.0
3	49367343	49395153	14357	0.516234583438	0.0
3	49400960	49407483	2986	0.457694665849	0.0
3	49409038	49411198	998	0.461823229986	0.0
3	49732464	49746173	6093	0.444420131291	0.0
3	49746875	49773681	12280	0.458089305032	0.0
3	50676339	50682064	2293	0.400454069158	0.0
3	50682066	50716162	14065	0.412499633399	0.0
3	50722383	50729008	2866	0.432538484757	0.0
3	50729801	50738171	3365	0.401983036674	0.0
3	50743811	50846252	46829	0.457126959645	0.0
3	50937801	50959021	11773	0.554780641817	0.0
3	50996385	51014228	9747	0.546234028245	0.0
3	51021351	51282604	144191	0.551918822296	0.0
3	51284001	51304149	11109	0.551342498387	0.0
3	51304560	51307441	1523	0.528452463567	0.0
3	51466576	51473888	2887	0.394776425544	0.0
3	51474864	51522567	18131	0.380072949857	0.0
3	52545402	52548056	946	0.356308851224	0.0
3	52553306	52555729	1225	0.505363036304	0.0
3	52555909	52564209	3713	0.447295506565	0.0
3	52567836	52589468	8606	0.3978181482	0.0
3	52630404	52635542	2278	0.443276902121	0.0
3	52636859	52675441	16683	0.432392504471	0.0
3	52677063	52690397	7548	0.566029246344	0.0
3	52692541	52696930	2015	0.458997722096	0.0
3	52696932	52696932	1	1.0	0.0
3	52696934	52707176	6085	0.594064238992	0.0
3	52968135	52969642	907	0.601458885942	0.0
3	53064711	53098396	17361	0.515377308081	0.0
3	53099786	53100081	167	0.564189189189	0.0
3	53293923	53371618	31418	0.404370881384	0.0
3	56437133	56513285	31893	0.418801623048	0.0
3	56516136	56544814	11648	0.40615084208	0.0
3	56544816	56556644	4468	0.377715783245	0.0
3	56557038	56558879	750	0.407166123779	0.0
3	56559235	56560706	554	0.376358695652	0.0
3	56627293	56698893	28098	0.392424686806	0.0
3	56704454	56709563	2261	0.442465753425	0.0
3	56721898	56728799	2694	0.3903216459	0.0
3	56734801	56756082	8312	0.390564796542	0.0
3	56766819	56796783	11302	0.37717336893	0.0
3	56798183	56815676	6176	0.353035326398	0.0
3	56823760	56852298	10642	0.37289323382	0.0
3	56862358	56914579	19668	0.376622879246	0.0
3	56914641	56948806	13075	0.382690393959	0.0
3	56952279	56952458	53	0.294444444444	0.0
3	56978211	56997440	7815	0.40639625585	0.0
3	57006483	57017587	4367	0.393246285457	0.0
3	57019326	57031819	4970	0.397790939651	0.0
3	57032972	57040497	2913	0.387058198246	0.0
3	57040499	57093319	21042	0.398364286931	0.0
3	57093993	57129560	13799	0.387961088619	0.0
3	57187325	57253754	26490	0.398765617944	0.0
3	57419342	57420207	459	0.530023094688	0.0
3	57421210	57421929	404	0.561111111111	0.0
3	57421931	57425784	1395	0.361961598339	0.0
3	57425786	57425853	19	0.279411764706	0.0
3	57425855	57426899	374	0.357894736842	0.0
3	57926707	57929746	1372	0.451315789474	0.0
3	58399468	58440278	16948	0.415280194065	0.0
3	58443071	58472008	11316	0.391042919345	0.0
3	61991451	62008602	6748	0.393423507463	0.0
3	62014893	62027012	4279	0.353052805281	0.0
3	62058935	62120360	24024	0.39110474392	0.0
3	62120472	62138803	7337	0.400229107571	0.0
3	62220566	62449975	92571	0.403517719367	0.0
3	62456215	62456764	200	0.363636363636	0.0
3	62456781	62491761	14816	0.423544209714	0.0
3	62491763	62545380	21955	0.409470700138	0.0
3	62553953	62574320	8428	0.4137863315	0.0
3	62574354	62599775	10408	0.409409173157	0.0
3	62599777	62620265	8268	0.403533603397	0.0
3	62626825	62664448	14921	0.396581968956	0.0
3	62713526	62714738	469	0.386644682605	0.0
3	62715863	62721843	2606	0.435713091456	0.0
3	62731443	62800050	26945	0.392738456157	0.0
