chr	start	stop
15	25175002	25185562
15	25175002	25185562
15	25175002	25251482
15	25175084	25177038
15	25175140	25185432
15	25177352	25251482
15	25180191	25185096
15	25191441	25193346
15	25219352	25221522
15	25219365	25221504
15	25219385	25221531
15	25227144	25232422
15	25227251	25232381
15	25565635	25569897
15	25686249	25687233
15	25686249	25687247
15	25686249	25687258
15	25879005	25880897
15	25899029	25972863
15	25942819	25943502
15	25942819	25943502
15	25973099	25973961
15	26036109	26036609
15	26037437	26043247
15	26077475	26078913
15	26077475	26078913
15	26077575	26078925
15	26153929	26156714
15	26155892	26156718
15	26155892	26156718
15	26162620	26163858
15	26317005	26337529
15	26329183	26353403
15	26454176	26459454
15	26502615	26507117
15	26504025	26507265
15	26504051	26507251
15	26504051	26507251
15	26602495	26610925
15	26635477	26638672
15	26654238	26656325
15	26783544	26784953
15	26867088	26868198
15	26971551	26971601
15	27144438	27149348
15	27144478	27149303
15	27144478	27149303
15	27158052	27164589
15	27158055	27164639
15	27158087	27164589
15	27159610	27164655
15	27224850	27226643
15	27224896	27226520
15	27224896	27226520
15	27289677	27301103
15	27363273	27385797
15	27584910	27615547
15	27647590	27658678
15	27668283	27668669
15	27673719	27682721
15	27673934	27682848
15	27673942	27682837
15	27674351	27682660
15	27803474	28121044
15	28017719	28020677
15	28080450	28315964
15	28142962	28143043
15	28174701	28218255
15	28200090	28233092
15	28202331	28202380
15	28203146	28240005
15	28203146	28240005
15	28213786	28214720
15	28222076	28229402
15	28228243	28229419
15	28229206	28229265
15	28229206	28238679
15	28229618	28233766
15	28237092	28285213
15	28238630	28238679
15	28242587	28295311
15	28246049	28562215
15	28270760	28273054
15	28283014	28459965
15	28286586	28454275
15	28288846	28292900
15	28288846	28314256
15	28288852	28299585
15	28288852	28349341
15	28288911	28314256
15	28289658	28292900
15	28300741	28456580
15	28350264	28391000
15	28350329	28351909
15	28350482	28358022
15	28357913	28358029
15	28391678	28391989
15	28391691	28407061
15	28395300	28423442
15	28403953	28459965
15	28405054	28429700
15	28413245	28425920
15	28414784	28459965
15	28491778	28498947
15	28493908	28508410
15	28508296	28511245
15	28509822	28666778
15	28519643	28531168
15	28529089	28657030
15	28553672	28553720
15	28553672	28561152
15	28559735	28562123
15	28562258	28764052
15	28592715	28597024
15	28595887	28597133
15	28614103	28696181
15	28637427	28641289
15	28637704	28658428
15	28641233	28641289
15	28655217	28658779
15	28656414	28665856
15	28666226	28698422
15	28670314	28713646
15	28698214	28764052
15	28704117	28730063
15	28707232	28729809
15	28763411	28817833
15	28763419	28764050
15	28801226	28806900
15	28801226	28816756
15	28806673	28806900
15	28806841	28806900
15	28816692	28816756
15	28821182	28824570
15	28833217	28833280
15	28921602	28927534
15	29054462	29055784
15	29062797	29063693
15	29238032	29242351
15	29370952	29376278
15	29388761	29393061
15	29460762	29463413
15	29597781	29611813
15	29608275	29610817
15	29608506	29610946
15	29608561	29610923
15	29619360	29621490
15	29690938	29691443
15	29690938	29691443
15	29791060	29792064
15	29882173	30291233
15	29907313	29909064
15	29956956	29972160
15	30035215	30045040
15	30044286	30044450
15	30044398	30044795
15	30089045	30089099
15	30089054	32526821
15	30089340	30135870
15	30095389	30505722
15	30095389	30785530
15	30097030	30659348
15	30099138	30134302
15	30116831	30116921
15	30116831	30135837
15	30118769	30199216
15	30126861	30376728
15	30127627	30136007
15	30148372	30395989
15	30154334	30395214
15	30156392	30231374
15	30199184	30290224
15	30210363	30269604
15	30225083	30226225
15	30251501	32541504
15	30282755	30445392
15	30318724	30403225
15	30333732	30457226
15	30335535	30490418
15	30338762	30376381
15	30360286	30361795
15	30360286	30383434
15	30361677	30361828
15	30361768	30407990
15	30372942	30383434
15	30372942	30407990
15	30376864	30380459
15	30378352	30395214
15	30378352	30395214
15	30380368	30383433
15	30380396	30407990
15	30407939	30407990
15	30462844	30529555
15	30476134	30777514
15	30478994	30480945
15	30479188	30484670
15	30479193	30484670
15	30479193	30517834
15	30480875	30480965
15	30480875	30491471
15	30480886	30480965
15	30480886	30484670
15	30480886	30491471
15	30480886	30517834
15	30484625	30491471
15	30485831	30517834
15	30496824	30603375
15	30517104	30517834
15	30521331	30527644
15	30558800	30620858
15	30560386	30618997
15	30560955	30678941
15	30569008	30801543
15	30585817	30585907
15	30585817	30604799
15	30595753	30796274
15	30620292	30652307
15	30620292	30652307
15	30621384	30688842
15	30625147	30798422
15	30637380	30638880
15	30638796	30638880
15	30638796	30640937
15	30638820	30638880
15	30638820	30640937
15	30642898	30661571
15	30644447	30646265
15	30673885	30677181
15	30679095	30682659
15	30687047	30796274
15	30708877	30748332
15	30708877	30988093
15	30718557	30797498
15	30720922	30727572
15	30750679	30750835
15	30797544	30797589
15	30798249	30800894
15	30799833	30799917
15	30799833	30801274
15	30801495	30801540
15	30962519	30964103
15	31004381	31007915
15	31063003	31099054
15	31064523	31100696
15	31070245	31073951
15	31155089	31158956
15	31277816	31278361
15	31325677	31328757
15	31431922	31433767
15	31431938	31433698
15	31431938	31433698
15	31483250	31484330
15	31616238	31727354
15	31616238	31727354
15	31620295	31629621
15	31643664	32207053
15	31653813	31707442
15	31674624	31675278
15	31696737	32220019
15	31869423	31871065
15	31894554	31897278
15	31914963	31939061
15	32069557	32070698
15	32152055	32216947
15	32152055	32389158
15	32152143	32216938
15	32153168	32382773
15	32159737	32243413
15	32160342	32179667
15	32166460	32220019
15	32167341	32578967
15	32167742	32553735
15	32169154	32172236
15	32196673	32220019
15	32198212	32256528
15	32206894	32225000
15	32206894	32247465
15	32212625	32220019
15	32216900	32224149
15	32216912	32323459
15	32216914	32224854
15	32216947	32225131
15	32323405	32421788
15	32405341	32450825
15	32406645	32421787
15	32408666	32489961
15	32414623	32421788
15	32421697	32421787
15	32477908	34538743
15	32488083	32490627
15	32523044	32607357
15	32526752	32526842
15	32526752	32528941
15	32526985	32533231
15	32528705	32607357
15	32581843	32628862
15	32607324	32628398
15	32608201	32632883
15	32624100	32629525
15	32625600	32625659
15	32628802	32628862
15	32874801	33011933
15	32900151	32906948
15	32952390	33154770
15	32954650	33155271
15	32992512	33020173
15	33571670	33574718
15	33572622	33579864
15	33573132	33574737
15	33614331	33618515
15	33756852	33959501
15	33882261	33902069
15	33884793	33899423
15	33908247	33909547
15	33921396	33922257
15	33961523	33962666
15	33983061	33987030
15	34114121	34117204
15	34135983	34141413
15	34141354	34141954
15	34145342	34145590
15	34209919	34209966
15	34239088	34242960
15	34269976	34270362
15	34318478	34343893
15	34334815	34343893
15	34368319	34437196
15	34368319	34583150
15	34370553	34583150
15	34374775	34584024
15	34381829	34716000
15	34382223	34717635
15	34402435	34434988
15	34409823	34415169
15	34409864	34411897
15	34409864	34414371
15	34437296	34437781
15	34447671	34497603
15	34464698	34538743
15	34487100	34491099
15	34490371	34546603
15	34510346	34518635
15	34546956	34560166
15	34556058	34561324
15	34563617	34855144
15	34637550	34685612
15	34637568	34690887
15	34638118	34690392
15	34904621	34905636
15	34904621	34905636
15	34904642	34905658
15	35033799	35051776
15	35034991	35051450
15	35079978	35117338
15	35238734	35243509
15	35265836	35479643
15	35391766	35429360
15	35394689	35433376
15	35469000	35470130
15	35657961	35658751
15	35727618	35728294
15	35815388	35816588
15	35867925	35870004
15	35867929	35870014
15	35867970	35870511
15	36066653	36076536
15	36175456	36214766
15	36407201	36408767
15	36449774	37076969
15	36514066	36780824
15	36627718	36636666
15	36977818	36987734
15	37097400	37102549
15	37850012	37851256
15	37975383	37976120
15	38008262	38032256
15	38308262	38371116
15	38349702	38356640
15	38356056	38362779
15	38363372	38396589
15	38465436	38473689
15	38473601	38474173
15	38740776	38748763
15	38834546	38851374
15	38904463	39095299
15	38933945	38958523
15	39071873	39081075
15	39071873	39081075
15	39080172	39081280
15	39080395	39081061
15	39186341	39204377
15	39200525	39211386
15	39270410	39272109
15	39289326	39307049
15	39399860	39458004
15	39452189	39452658
15	39452197	39452643
15	39452197	39452643
15	39466825	39479247
15	39545537	39547091
15	39717451	39720021
15	39719234	39720021
15	40297263	40298183
15	40297301	40298171
15	40441174	40441221
15	40447210	40451182
15	40529727	40531388
15	40611435	40615242
15	40650425	40650550
15	40686528	40698955
15	40761650	40764154
15	40869368	40876767
15	41070366	41236500
15	41131485	41153691
15	41172804	41173553
15	41182593	41187622
15	41215709	41217238
15	41303615	41327157
15	41303615	41327157
15	41322756	41325983
15	41377743	41378512
15	41380752	41402025
15	41419863	41421752
15	41488493	41490483
15	41489793	41490540
15	41504218	41504343
15	41745966	41807104
15	41783902	41793380
15	41828138	41828418
15	41852709	41852861
15	41854128	41855292
15	41857274	42016901
15	41863936	42346305
15	41865799	41867319
15	41953672	41977772
15	42002624	42002732
15	42096900	42100159
15	42111211	42116980
15	42111504	42116909
15	42111504	42116909
15	42129205	42141617
15	42271921	42276586
15	42293548	42294988
15	42325243	42328822
15	42342114	42349955
15	42379349	42379408
15	42428817	42431446
15	42429073	42431360
15	42429080	42431352
15	42460595	42462332
15	42553049	42554550
15	42558249	42608437
15	42560113	42743405
15	42648417	42650127
15	42652354	42676221
15	42681178	42712284
15	42696744	42703040
15	42696814	42702872
15	42696814	42702872
15	42718356	42720957
15	42784407	42790419
15	42893691	43051950
15	43036367	43036648
15	43557351	43712518
15	43559946	43696443
15	43559946	43696443
15	43579107	43581316
15	43579107	43583651
15	43579108	43608297
15	43584730	43710185
15	43592920	43604064
15	43596530	43599065
15	43597250	43608926
15	43597343	43646608
15	43599438	43600463
15	43600419	43600674
15	43614195	43614241
15	43623732	43636269
15	43632498	43632546
15	43632710	43635851
15	43632767	43635851
15	43635390	43635851
15	43638959	43658522
15	43679892	43680380
15	43688252	43690199
15	43696563	43696620
15	43696563	43697649
15	43696563	43700296
15	43696563	43704928
15	43697552	43698823
15	43698767	43698823
15	43701241	43703409
15	43701364	43704927
15	43708691	43708775
15	43724158	43728561
15	43775365	43775610
15	43775566	43775610
15	43775566	43775782
15	43801729	43812329
15	43830185	43831277
15	43844284	43846598
15	43844284	43846598
15	43844859	43846654
15	43845294	43846559
15	43945940	43954175
15	44054563	44099215
15	44380985	44384073
15	44464958	44466189
15	44521079	44527516
15	44537297	44537356
15	44572626	44582769
15	44659387	44667308
15	44664388	44734963
15	44679826	44748233
15	44701034	44704323
15	44709589	44734963
15	44711343	44738743
15	44757497	45480250
15	44758406	45476854
15	44813176	45040911
15	44823831	44826427
15	44836592	44850221
15	44839600	44853658
15	44839657	44853646
15	44842352	44845063
15	44861915	44867895
15	44861979	44866873
15	44861979	44883182
15	44861979	44883182
15	44930418	44942909
15	44932069	44943042
15	44932295	44943260
15	45026721	45031576
15	45026784	45032008
15	45036268	45040600
15	45073979	45076803
15	45111750	45111796
15	45135263	45135308
15	45227375	45229133
15	45227575	45229314
15	45227575	45229342
15	45351005	45361752
15	45443182	45443791
15	45659273	45706147
15	45668699	45748950
15	45669765	45748087
15	45690394	45690859
15	45690394	45690859
15	45794254	45819266
15	45798179	45798788
15	45810391	45825906
15	45819266	45841079
15	45870972	45880394
15	45943085	45943641
15	45943085	45943641
15	45957519	45991230
15	45962816	45965291
15	45962824	45965283
15	45962887	45965296
15	46095894	46101696
15	46137150	46143173
15	46146340	46161903
15	46149948	46161011
15	46186557	46191950
15	46365303	46375989
15	46380954	46549572
15	46483420	46511417
15	46568509	46568970
15	46655980	46670408
15	46665375	46674918
15	46672048	46677457
15	46672048	46758555
15	46766264	46771362
15	46950621	46951675
15	47069577	47104357
15	47191148	47195463
15	47223087	47229646
15	47223175	47232440
15	47223209	47229605
15	47223209	47229605
15	47372264	47395405
15	47428436	47428610
15	47680710	47681914
15	47810637	47812164
15	47914808	47923053
15	47962478	47972107
15	47968511	47974311
15	47968511	47974311
15	47968526	47974311
15	47968526	47974318
15	48048320	48051016
15	48048374	48051062
15	48048374	48051062
15	48165885	48166165
15	48275366	48277964
15	48323049	48346517
15	48341566	48342673
15	48348253	48355925
15	48352968	48355229
15	48557575	48580180
15	49001138	49001307
15	49017464	49017748
15	49252579	49255674
15	49252619	49255616
15	49252666	49255657
15	49360327	49404895
15	49473317	49487459
15	49475679	49490055
15	49476259	49487459
15	49484255	49488799
15	49519174	49525681
15	49787414	50119331
15	49794529	49799127
15	49987465	50052112
15	50067905	50082681
15	50068270	50084390
15	50106919	50107247
15	50350535	50355870
15	50354846	50355870
15	50367520	50368055
15	50454975	50455468
15	50462194	50671306
15	50467231	50665428
15	50557479	50561470
15	50581048	50583071
15	50586281	51471052
15	50629156	50629598
15	50643623	50649074
15	50736705	50974724
15	50737611	50739321
15	50780678	50794020
15	50780678	50794020
15	50827787	50833193
15	50903780	50908898
15	50950036	50958489
15	51071722	51090444
15	51226657	51227753
15	51226704	51227757
15	51413271	51442828
15	51413271	51442828
15	51735487	51962670
15	51921851	51948038
15	51925074	51950097
15	51973059	51981174
15	51973059	51981174
15	51973212	51981126
15	52010376	52015162
15	52083596	52086149
15	52096197	52097450
15	52356919	52375355
15	52529853	52617128
15	52548742	52548870
15	52548742	52549187
15	52600857	52601407
15	52600857	52605223
15	52701741	52738418
15	52707124	52744556
15	52804104	52806603
15	52829180	52830774
15	52916521	52927435
15	52959844	52996597
15	53062100	53122294
15	53222494	53223549
15	53229850	53284736
15	53243974	53245428
15	53253462	53254264
15	53255965	53257875
15	53352246	53354959
15	53382529	53493082
15	53386447	53387585
15	53386449	53386972
15	53386581	53387585
15	53473514	53473891
15	53564457	53589387
15	53582705	53589381
15	53587044	53634892
15	53588701	53589634
15	53588771	53589387
15	53588801	53589575
15	53588801	53589575
15	53596115	54163560
15	53615482	53676024
15	53664386	53680287
15	53682261	53684817
15	53682343	53683900
15	53682343	53683900
15	53682386	53684163
15	53704869	53727688
15	53705771	53728761
15	53907721	53910968
15	53907747	53910961
15	53907753	53910887
15	54116408	54133384
15	54151403	54152594
15	54197994	54204154
15	54240214	54240832
15	54552167	54555603
15	54587629	54642472
15	54588227	54643384
15	54595372	54643384
15	54595899	54600639
15	54598607	54600864
15	54598607	54600864
15	54598625	54601069
15	54598688	54600678
15	54600974	54614799
15	54636437	54717958
15	54668477	54674660
15	54668477	54674660
15	54717924	54723318
15	54837353	54845779
15	54837353	54845779
15	54837774	54845408
15	54847083	54847805
15	54878003	54966173
15	54883544	54893566
15	54970253	55062790
15	55210322	55263496
15	55214126	55215644
15	55235688	55324294
15	55355141	55360993
15	55363339	55364863
15	55363409	55364534
15	55363411	55364534
15	55430336	55430859
15	55430448	55432365
15	55439448	55439654
15	55490454	55490604
15	55578251	55658122
15	55680409	55680600
15	55767982	55770638
15	55771697	55772789
15	55789089	55795629
15	55790826	55796994
15	55863120	55866523
15	55875052	55900663
15	55951197	55951592
15	55951413	55966577
15	55985237	56057378
15	56155744	56156712
15	56155796	56156706
15	56155796	56156706
15	56191418	56211745
15	56194625	56200555
15	56225576	56239994
15	56236954	56240183
15	56251223	56260392
15	56261694	56272690
15	56272049	56272592
15	56385608	56392109
15	56394216	56394667
15	56413410	56422666
15	56413531	56422623
15	56413559	56422622
15	56427744	56428567
15	56428508	56428674
15	56470236	56506150
15	56497449	56499925
15	56497663	56508802
15	56497694	56507251
15	56497694	56507251
15	56497698	56505776
15	56498505	56499925
15	56498505	56508779
15	56518564	56530205
15	56559610	56576493
15	56559610	56576493
15	56630833	56642774
15	56642852	56643232
15	56674685	56676069
15	56701112	56701284
15	57058767	57778609
15	57288073	57288977
15	57288179	57292484
15	57294906	57295500
15	57349879	57489379
15	57351982	57485760
15	57466136	57481648
15	57584472	57588496
15	57692658	57692911
15	57863166	57863841
15	57939370	57943072
15	58043835	58052956
15	58083064	58414971
15	58166513	58173504
15	58187701	58270071
15	58226900	58292667
15	58260407	58567395
15	58409213	58509342
15	58429248	58438372
15	58484260	58485566
15	58484260	58485566
15	58665238	58673640
15	58796680	58798613
15	58808739	58809902
15	58957201	58957761
15	59096408	59107724
15	59100047	59107724
15	59282815	59286603
15	59317800	59318960
15	59437325	59438775
15	59438443	59438487
15	59550301	59641623
15	59577982	59583143
15	59577982	59583143
15	59595995	59612450
15	59652318	59660549
15	59757838	59769286
15	59761114	59768283
15	59780954	59811650
15	59782769	59811616
15	59787588	59810150
15	59914161	59915082
15	60025814	60058426
15	60229106	60261670
15	60299276	60300958
15	60331256	60339832
15	60331256	60339832
15	60379042	60380572
15	60710722	60716044
15	60764867	60765359
15	60993266	60998432
15	61017179	61017613
15	61058566	61059068
15	61063057	61076428
15	61132973	61141558
15	61141334	61153770
15	61321121	61322640
15	61321121	61324266
15	61392860	61396141
15	61394756	61406620
15	61394776	61406342
15	61394776	61406342
15	61395139	61405347
15	61395970	61405782
15	61456865	61590386
15	61459707	61590678
15	61619558	61627123
15	61880720	61880841
15	61880720	61881028
15	61947708	61961613
15	61958529	61959445
15	62100712	62101947
15	62168366	62174633
15	62235169	62254279
15	62235578	62243479
15	62243036	62248805
15	62247585	62254725
15	62295275	62318032
15	62413838	62415571
15	62413883	62415571
15	62413893	62415593
15	62538505	63142997
15	62639294	62682856
15	62663350	62664876
15	62869339	62980414
15	62908731	62917115
15	62975146	62976977
15	63087706	63253263
15	63087706	63253263
15	63141844	63154792
15	63189822	63190904
15	63265491	63267779
15	63418138	63419200
15	63471054	63472693
15	63651743	63689128
15	63904240	63905341
15	63934171	63934230
15	64046264	64046309
15	64082702	64087901
15	64147848	64149348
15	64376704	64377142
15	64454946	64460584
15	64582500	64615846
15	64609564	64612403
15	64614182	64615394
15	64702166	64702816
15	64705476	64715525
15	64705476	64715525
15	64705513	64715500
15	64733869	64735603
15	64772403	64775332
15	64775288	64775511
15	64775288	64787182
15	64843559	64957382
15	65169651	65171360
15	65297460	65299460
15	65297684	65299209
15	65297684	65299209
15	65305702	65309177
15	65333881	65386727
15	65350040	65356590
15	65491945	65496197
15	65522884	65526784
15	65523128	65527150
15	65523706	65526937
15	65660642	65661800
15	65744900	65745556
15	65788487	65869641
15	65805447	65811223
15	65805447	65811407
15	65805555	65811314
15	66217541	66298681
15	66227169	66394432
15	66472667	66472793
15	66576633	66598750
15	66585336	66586111
15	66764233	66766921
15	66813759	66834699
15	66813759	66834699
15	66815365	66832579
15	66885238	66895712
15	66885238	66895712
15	67112340	67113280
15	67287523	67290748
15	67324978	67359668
15	67353828	67356102
15	67355494	67357530
15	67530398	67533335
15	67576000	67577022
15	67576254	67576890
15	67576254	67576890
15	67576316	67576890
15	67646159	67646695
15	67847088	67863372
15	67970001	67972578
15	68059584	68060486
15	68104688	68139802
15	68125030	68136649
15	68125984	68126834
15	68141688	68142537
15	68438954	68440279
15	68458423	68464880
15	68458793	68463928
15	68462743	68465176
15	68486070	68554760
15	69023704	69025355
15	69077324	69078186
15	69198520	69203900
15	69203496	69203933
15	69203496	69210546
15	69203538	69203608
15	69203538	69203933
15	69210500	69228194
15	69211258	69230312
15	69211258	69230312
15	69214938	69228194
15	69215828	69228581
15	69247055	69247270
15	69322071	69323076
15	69330463	69331805
15	69337280	69337525
15	69414117	69414404
15	69699775	69763038
15	69961725	69965874
15	69963368	69965645
15	69963368	69965645
15	70094610	70101718
15	70095562	70102211
15	70096665	70100032
15	70193986	70196240
15	70212243	70213703
15	70223036	70223483
15	70302843	70303312
15	70307205	70311327
15	70456201	70457020
15	70735346	70760804
15	70853995	70854172
15	70930714	71122636
15	70932098	71122597
15	71164769	71185432
15	71182071	71185597
15	71182105	71185789
15	71182105	71185808
15	71182376	71185432
15	71324122	71344482
15	71379139	71380815
15	71415672	71422322
15	71415732	71422166
15	71426454	71459934
15	71587787	71591012
15	71589230	71590627
15	71589265	71590541
15	71589311	71590520
15	71652671	71980526
15	71724143	71725150
15	71811730	71813571
15	71931067	71932791
15	71935556	71938828
15	71996586	71999317
15	72060960	72102947
15	72093623	72095769
15	72117733	72118496
15	72125506	72126915
15	72279350	72283497
15	72279416	72283465
15	72279586	72283236
15	72289280	72289433
15	72289477	72289764
15	72427004	72431140
15	72450986	72451078
15	72628920	72673789
15	72637923	72673312
15	72662051	72666467
15	73203649	73213052
15	73367723	73368933
15	73376430	73378466
15	73431689	73432552
15	73499175	73515252
15	73516052	73518811
15	73631938	73632760
15	73690371	73706665
15	73724921	73733924
15	73751828	73756351
15	73784209	73802323
15	73871864	73872046
15	73927612	73927721
15	74054769	74110233
15	74056107	74108238
15	74102654	74205847
15	74106871	74179560
15	74236116	74236810
15	74253605	74255264
15	74267471	74267780
15	74350437	74367238
15	74350437	74367238
15	74465992	74480907
15	74600463	74604125
15	74800773	74800842
15	74945046	74947699
15	74995461	74995505
15	75091886	75093309
15	75212875	75252493
15	75224132	75295837
15	75250031	75299281
15	75251638	75299066
15	75295768	75295847
15	75338924	75338969
15	75356117	75356162
15	75680764	75682039
15	75718330	75719742
15	75739107	75746662
15	75795389	75806336
15	75828583	75936551
15	75854574	75860040
15	75854627	75860040
15	75857312	75860040
15	75873702	75883672
15	75879012	75883466
15	75932627	75934588
15	76044245	76054334
15	76044457	76054751
15	76044522	76054557
15	76047814	76054054
15	76073911	76078466
15	76091275	76098822
15	76381983	76384755
15	76402578	76403603
15	76540775	76547724
15	76586021	76603434
15	76586952	76602899
15	76591674	76604472
15	76591733	76604295
15	76592255	76604597
15	76598900	76603434
15	76598900	76610855
15	76598908	76602883
15	76598976	76602709
15	76599980	76600064
15	76599982	76600284
15	76600005	76602899
15	76600074	76600182
15	76600134	76601230
15	76600836	76601147
15	76601043	76601230
15	76756567	76759358
15	76907343	76908367
15	76931654	76931720
15	76941551	76943736
15	77038148	77040712
15	77038405	77040380
15	77255696	77281235
15	77292045	77384627
15	77296279	77298041
15	77296743	77297476
15	77296743	77297476
15	77298694	77534165
15	77343456	77354144
15	77366650	77384627
15	77368430	77381559
15	77368632	77381556
15	77368632	77381556
15	77415603	77420021
15	77479680	77482827
15	77494561	77558341
15	77559493	77560827
15	77585643	77586858
15	77710417	77720303
15	77716143	77720241
15	77716165	77720309
15	77716165	77720317
15	77716576	77720143
15	77732330	77787879
15	77761228	77767836
15	77773763	77775738
15	77773763	77775738
15	77818752	77820247
15	77861622	77868905
15	77910631	77934987
15	77914758	77919164
15	77915162	77915775
15	77915668	77915776
15	77951237	77979468
15	77956057	77976124
15	78023212	78072617
15	78131517	78143071
15	78169328	78193885
15	78260752	78452587
15	78508152	78511381
15	78541923	78542781
15	78556721	78558361
15	78615314	78719695
15	78746932	78772379
15	78753480	78764070
15	78767384	78774323
15	78771180	78771228
15	78771180	78771797
15	78771181	78771228
15	79156651	79157300
15	79256071	79262296
15	79256071	79262296
15	79436236	79439586
15	79438649	79439114
15	79512256	79513430
15	79512319	79513468
15	79533155	79533670
15	79552557	79552696
15	79567333	79710720
15	79672468	79679926
15	79702099	80098712
15	79768908	79777884
15	79844391	79844861
15	79874161	79879033
15	79876113	79878171
15	79879856	79955118
15	79898198	79960261
15	79907541	79908737
15	79921292	79970996
15	79998808	80012391
15	80102326	80115087
15	80148351	80152833
15	80228693	80234548
15	80404517	80404734
15	80444262	80444973
15	80541787	80606625
15	80542097	80606904
15	80772539	80776674
15	80947003	81201786
15	81000577	81003438
15	81058688	81059124
15	81078856	81090273
15	81113350	81114203
15	81215365	81229125
15	81257762	81343926
15	81481368	81489265
15	81570248	81570769
15	81663164	81708577
15	81664404	81704677
15	81697607	81796622
15	81703527	81796869
15	81736361	81920978
15	81804055	81821550
15	81804055	81821550
15	81804153	81820286
15	81944754	81945843
15	82038013	82042593
15	82041776	82042593
15	82104277	82109396
15	82104546	82109136
15	82190695	82194466
15	82209153	82214574
15	82214515	82214574
15	82273536	82275460
15	82284777	82342780
15	82336655	82360393
15	82342062	82388747
15	82347635	82350667
15	82347635	82355263
15	82348978	82370363
15	82351727	82360750
15	82351727	82360750
15	82352824	82434370
15	82355208	82355299
15	82360391	82371922
15	82361205	82370214
15	82365641	82366658
15	82370970	82390562
15	82387661	82408290
15	82392827	82429566
15	82408643	82416290
15	82413372	82436666
15	82415495	82492608
15	82455803	82472462
15	82465396	82474172
15	82465396	82503337
15	82491429	82516861
15	82491746	82509399
15	82493460	82627213
15	82551194	82627213
15	82627213	82799337
15	82627213	82650118
15	82680166	82680747
15	82745484	82747140
15	82809318	82818029
15	82818090	82819534
15	82818207	82823166
15	82876126	82882245
15	82933566	82936036
15	82988945	82990603
15	82988945	82990603
15	82989891	82990603
15	82989955	82990603
15	83207356	83207988
15	83284522	83284569
15	83402423	83403522
15	83402809	83403479
15	83402809	83403479
15	83417410	83420671
15	83417441	83420369
15	83417521	83420293
15	83522835	83535791
15	83872440	83875058
15	83872604	83875042
15	83872682	83875096
15	83874374	83874903
15	83909772	83910800
15	83936231	83938190
15	83936357	83938032
15	83936357	83938032
15	84030553	84039166
15	84146589	84166156
15	84146730	84180481
15	84167905	84246191
15	84183479	84205619
15	84212873	84234467
15	84320067	84360255
15	84327437	84349038
15	84393990	84429712
15	84394263	84429712
15	84429774	84491242
15	84433116	84436046
15	84436001	84491242
15	84436001	84491242
15	84469286	84489222
15	84476522	84491242
15	84476522	84491242
15	84476522	84476567
15	84491275	84518029
15	84509640	84550221
15	84512044	84532123
15	84517990	84545644
15	84526998	84560475
15	84532221	84540259
15	84534507	84550221
15	84534507	85183483
15	84540200	84549190
15	84658962	84659547
15	84699704	84700508
15	84883466	84885219
15	84917753	84950132
15	84933210	84938846
15	84945820	84953541
15	85181308	85263078
15	85182941	85242212
15	85185151	85201628
15	85185563	85201628
15	85185563	85242212
15	85188969	85208875
15	85201583	85201628
15	85236347	85597248
15	85242167	85245127
15	85248110	85598435
15	85272371	85305185
15	85275979	85379310
15	85337204	85347829
15	85341091	85349945
15	85406374	85411008
15	85406498	85411061
15	85406507	85411056
15	85406685	85411007
15	85513650	85516028
15	85513684	85515943
15	85513776	85515967
15	85554159	85610093
15	85757160	85757901
15	85797323	85806764
15	85797323	85806764
15	85797374	85806814
15	85818185	85842506
15	85823426	85826734
15	85968031	85977960
15	85968474	85978606
15	85969718	85978849
15	85994822	86005359
15	85995122	86005557
15	86011788	86013925
15	86147015	86154133
15	86219508	86227165
15	86221256	86228730
15	86397313	86397714
15	86402817	86403582
15	86674226	86683219
15	86691670	86718731
15	86756123	86756531
15	86850861	86909705
15	86897438	86898741
15	86985775	86986588
15	87128041	87146528
15	87128041	87146528
15	87239674	87249692
15	87281917	87326982
15	87287299	87327502
15	87362513	87367227
15	87362554	87367509
15	87362554	87367521
15	87483353	87500106
15	87594321	87608618
15	87725521	87756432
15	87749017	87763703
15	87767148	87799455
15	88338102	88338466
15	88369258	88417535
15	88416986	88419898
15	88626263	88639823
15	88725421	88735000
15	88725474	88732990
15	88806095	88823493
15	88855473	88857278
15	88902367	88925682
15	88913188	89001628
15	88913188	89001628
15	88916401	88922403
15	88921237	88924198
15	89005724	89008333
15	89005962	89006576
15	89005962	89006576
15	89010936	89155877
15	89011114	89012431
15	89040343	89053061
15	89058835	89067107
15	89141286	89620108
15	89231589	89233527
15	89416268	89418421
15	89498722	89499327
15	89500901	89571078
15	89516125	89518538
15	89527690	89572466
15	89527690	89572466
15	89554970	89555812
15	89663588	89664073
15	89701515	89735613
15	89703786	89719015
15	89846945	89851628
15	89962246	89967749
15	89962363	89968036
15	89962471	89967958
15	89991777	89994476
15	89992169	89994779
15	89992169	89994779
15	90055003	90079820
15	90102389	90102546
15	90115035	90140017
15	90230908	90249665
15	90230951	90234323
15	90247103	90247856
15	90273222	90311703
15	90293076	90457213
15	90295463	90295552
15	90501783	90502338
15	90675943	90679565
15	90676244	90679273
15	90676244	90679273
15	90792374	90793403
15	90798141	90804026
15	90871182	90872438
15	91019996	91024253
15	91047505	91048967
15	91158249	91159337
15	91158260	91159319
15	91296441	91297146
15	91296441	91297146
15	91433764	91449730
15	91438347	91446035
15	91438554	91440175
15	91438554	91440175
15	91438610	91440175
15	91513882	91524874
15	91749497	91751216
15	91749545	91751130
