chr	VR_start	VR_stop	Overlapping_Gene_Start	Overlapping_Gene_Stop	Overlapping_GeneID	Overlap_Type	Number_of_Overlapping_Genes	Percentage_of_Gene_Overlapping_VR	Percentage_of_VR_Overlapping_Gene
4	156913987	156915440	156761610	156971394	NM_016205/NR_036641	3	1	0.693090545082	100.068823125
4	156940421	156947495	156761610	156971394	NM_016205/NR_036641	3	1	3.37250041709	100.014136274
4	156956971	157977181	156761610,157220583,157220667,157076402,157076124,157572489	156971394,157366074,157366074,157172090,157172090,157576151	NM_016205/NR_036641,NM_000826/NM_001083619,NM_001083620,NM_001166060,NM_001166061/NM_000824,NR_026992	1,7,7,7,7,7	6	6.87561074433,100.0,100.0,100.0,100.0,100.0	1.41382656512,14.2609854834,14.2527518844,9.3793434685,9.40659276031,0.359043726292
4	157979644	158013845	-	-	-	-	0	0	0
4	158016226	158017648	-	-	-	-	0	0	0
4	158051130	158254323	158124579,158124579,158210248	158173050,158172566,158255287	NM_001128424/NM_001031700,NM_016613,NM_018342	7,7,9	3	100.0,100.0,97.8596802842	23.8551524905,23.6169553085,21.6916921351
4	158256901	158257217	-	-	-	-	0	0	0
4	158277710	158280238	-	-	-	-	0	0	0
4	158293093	158298966	-	-	-	-	0	0	0
4	158307838	158307838	-	-	-	-	0	0	0
4	158345760	158345760	-	-	-	-	0	0	0
4	158353806	158427868	-	-	-	-	0	0	0
4	158429865	158429874	-	-	-	-	0	0	0
4	158431649	158436448	-	-	-	-	0	0	0
4	158437503	158643187	158521713,158521713	158653369,158646681	NM_021634/NM_001253733/NM_001253732/NM_001253730/NM_001253729/NM_001253728/NM_001253727/NR_045583/NR_045582/NR_045581/NR_045579/NR_045580,NR_045584	9,9	2	92.26626765,97.2041066184	59.0590420256,59.0590420256
4	158651725	158671962	158521713,158666674,158666674	158653369,158672050,158672255	NM_021634/NM_001253733/NM_001253732/NM_001253730/NM_001253729/NM_001253728/NM_001253727/NR_045583/NR_045582/NR_045581/NR_045579/NR_045580,NM_001008393,NR_077235/NR_077234	1,9,9	3	1.24945882103,98.3633996652,94.7509853099	8.12867519889,26.1352967337,26.1352967337
4	158691163	159049591	158682107,158672100,158709126,158769029,158893531	158708713,158708713,158723400,158906802,159035181	NM_001281738,NM_004453/NM_001281737,NM_005038,NM_020840,NM_152543	1,1,7,7,7	5	65.9638441012,47.9352160376,100.0,100.0,100.0	4.89665985916,4.89665985916,3.98266876472,38.4384032497,39.5200709766
4	159066461	159076861	-	-	-	-	0	0	0
4	159093841	159095254	-	-	-	-	0	0	0
4	159101485	159105394	-	-	-	-	0	0	0
4	159108857	159349608	159128801,159128804,159267845	159128894,159128891,159360149	NR_037459,NR_039963,NM_014247	7,7,9	3	100.0,100.0,88.5802502573	0.0390444899502,0.036552288464,33.962060386
4	159388465	159388475	-	-	-	-	0	0	0
4	159389758	159391715	-	-	-	-	0	0	0
4	159449007	159473983	-	-	-	-	0	0	0
4	159523733	159524182	-	-	-	-	0	0	0
4	159524252	159524650	-	-	-	-	0	0	0
4	159537927	159571718	-	-	-	-	0	0	0
4	159572383	159582134	-	-	-	-	0	0	0
4	159641643	159641712	-	-	-	-	0	0	0
4	159653298	159764872	-	-	-	-	0	0	0
4	159778051	165055198	163323964,164954445,163126707,163524297,164876987,163344101,163343846,164197006,163524297,163494520,161383891,163471094,163128670,165031998,164956947,164754130,163093573,162022732	163332795,164977666,163166921,164383255,164897527,163351934,163351934,164197711,163613624,163520539,162164034,163473895,163166921,165041744,164959121,164803795,163093628,162047550	NM_000909,NM_001012414,NM_001128931,NM_001166373,NM_001297550,NM_001317091,NM_006174/NM_001317092,NM_012403,NM_017923,NM_018352,NM_020116/NM_001128428/NM_001128427,NM_032136,NM_138386,NM_152620/NM_001258025,NM_153027,NR_038834,NR_039659,NR_125888	7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7	18	100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0	0.167363160435,0.440048382203,0.762059499195,16.2769579851,0.38924441559,0.1484514265,0.153283582966,0.0133784410402,1.69273283462,0.493069455901,14.7834426443,0.0530968722304,0.724861369221,0.184702074814,0.0412154522131,0.941152482582,0.00106117945928,0.470310946426
4	165061223	165061412	-	-	-	-	0	0	0
4	165066954	165108069	165076077	165112872	NM_001100389	9	1	86.9469507555	77.813450079
4	165112799	165118799	165076077	165112872	NM_001100389	1	1	0.201108816176	1.23333333333
4	165206467	165208055	165207617	165323156	NM_007246	9	1	0.379954993941	27.644836272
4	165210754	165216732	165210018,165207617	165323156,165323156	NM_001161521/NM_001161522,NM_007246	3,3	2	5.28464985549,5.17483122728	100.016728003,100.016728003
4	165219630	165233334	165210018,165207617	165323156,165323156	NM_001161521/NM_001161522,NM_007246	3,3	2	12.1134180079,11.8616929202	100.00729714,100.00729714
4	165236795	165276381	165210018,165207617	165323156,165323156	NM_001161521/NM_001161522,NM_007246	3,3	2	34.9897029318,34.2625930414	100.002526146,100.002526146
4	165277344	165286584	165210018,165207617,165277791	165323156,165323156,165280023	NM_001161521/NM_001161522,NM_007246,NR_026575	3,3,7	3	8.16782895376,7.99809589752,100.0	100.010822511,100.010822511,24.1666666667
4	165322134	165322134	165210018,165207617	165323156,165323156	NM_001161521/NM_001161522,NM_007246	3,3	2	0.00088386851572,0.000865501125151	inf,inf
4	165329653	165330715	165327665	165343162	NM_006745/NM_001017369	3	1	6.85894954188	100.094161959
4	165344788	165354188	-	-	-	-	0	0	0
4	165359656	165359656	-	-	-	-	0	0	0
4	165404105	165406063	165378941	165498547	NM_001873	3	1	1.63786400462	100.051072523
4	165412261	165412810	165378941	165498547	NM_001873	3	1	0.459839307064	100.182149362
4	165413492	165430918	165378941	165498547	NM_001873	3	1	14.5702174622	100.005738552
4	165438477	165445378	165378941	165498547	NM_001873	3	1	5.77056526792	100.014490654
4	165487537	165487537	165378941	165498547	NM_001873	3	1	0.000836071467389	inf
4	165503288	165567463	-	-	-	-	0	0	0
4	165581756	165768474	165684638,165730778	165762778,165743071	NR_121676,NR_121677	7,7	2	100.0,100.0	41.8497413211,6.58426075686
4	165779323	165779489	-	-	-	-	0	0	0
4	165802452	165802880	-	-	-	-	0	0	0
4	165828888	165830508	-	-	-	-	0	0	0
4	165855125	165906793	165873257,165873257	166030959,166104457	NM_001204760,NM_012464	9,9	2	21.2659239203,14.5055600971	64.9086475188,64.9086475188
4	165916481	166790184	165873257,165873257,166733384,166733384,166754085	166030959,166104457,167234426,167234590,167234590	NM_001204760,NM_012464,NM_001204353,NM_001204355/NM_001251967/NM_001204352/NM_001040159/NM_001204354/NM_001204356/NM_016950,NM_001204358	1,1,9,9,9	5	72.5915169654,81.3045791324,11.3365519526,11.3328425182,7.51291347038	13.1027362845,21.5149770574,6.50117946259,6.50117946259,4.13183885142
4	166793522	166794240	166733384,166733384,166754085	167234426,167234590,167234590	NM_001204353,NM_001204355/NM_001251967/NM_001204352/NM_001040159/NM_001204354/NM_001204356/NM_016950,NM_001204358	3,3,3	3	0.143500657628,0.143453702762,0.149633927568	100.139275766,100.139275766,100.139275766
4	166803447	166817313	166733384,166733384,166754085	167234426,167234590,167234590	NM_001204353,NM_001204355/NM_001251967/NM_001204352/NM_001040159/NM_001204354/NM_001204356/NM_016950,NM_001204358	3,3,3	3	2.76762673064,2.76672113518,2.88591609678	100.007211885,100.007211885,100.007211885
4	166828803	166831589	166733384,166733384,166754085	167234426,167234590,167234590	NM_001204353,NM_001204355/NM_001251967/NM_001204352/NM_001040159/NM_001204354/NM_001204356/NM_016950,NM_001204358	3,3,3	3	0.556239684019,0.556057676768,0.580013569029	100.035893754,100.035893754,100.035893754
4	166878062	166878081	166733384,166733384,166754085	167234426,167234590,167234590	NM_001204353,NM_001204355/NM_001251967/NM_001204352/NM_001040159/NM_001204354/NM_001204356/NM_016950,NM_001204358	3,3,3	3	0.00399167336935,0.00399036725345,0.00416227893096	105.263157895,105.263157895,105.263157895
4	166938559	166939529	166733384,166733384,166754085	167234426,167234590,167234590	NM_001204353,NM_001204355/NM_001251967/NM_001204352/NM_001040159/NM_001204354/NM_001204356/NM_016950,NM_001204358	3,3,3	3	0.193795742082,0.193732330155,0.202078642098	100.103092784,100.103092784,100.103092784
4	166954084	168222261	166733384,166733384,166754085,168092536,168216290	167234426,167234590,167234590,168187742,168318807	NM_001204353,NM_001204355/NM_001251967/NM_001204352/NM_001040159/NM_001204354/NM_001204356/NM_016950,NM_001204358,NM_007193,NM_017631	1,1,1,7,9	5	55.9518843692,55.9662973582,58.3774188043,100.0,5.82531848066	22.1059836285,22.1189155772,22.1189155772,7.50739052987,0.470912183394
4	168228336	168263735	168216290	168318807	NM_017631	3	1	34.5305214694	100.002824939
4	168360579	168360579	168356734	168480514	NM_001012967	3	1	0.000807878430454	inf
4	168480945	168496695	-	-	-	-	0	0	0
4	168503865	168506049	168497065	168928457	NM_001166108/NM_016081	3	1	0.506498714629	100.045787546
4	168527477	168533166	168497065	168928457	NM_001166108/NM_016081	3	1	1.31898292276	100.017577782
4	168547400	168838853	168497065,168631616,168832004	168928457,168928457,168928457	NM_001166108/NM_016081,NM_001166109,NM_001166110	3,9,9	3	67.5611333517,69.814244615,7.10183092459	100.000343108,71.1051181494,2.35029318621
4	168843161	168848642	168497065,168631616,168832004	168928457,168928457,168928457	NM_001166108/NM_016081,NM_001166109,NM_001166110	3,3,3	3	1.27076702682,1.84677370453,5.68353826695	100.018244846,100.018244846,100.018244846
4	168867970	168867989	168497065,168631616,168832004	168928457,168928457,168928457	NM_001166108/NM_016081,NM_001166109,NM_001166110	3,3,3	3	0.004636143841,0.0067375910417,0.0207352727725	105.263157895,105.263157895,105.263157895
4	168909873	169095273	168497065,168631616,168832004,168987590,169094255	168928457,168928457,168928457,169010317,169271098	NM_001166108/NM_016081,NM_001166109,NM_001166110,NM_032783,NM_020870	1,1,1,7,9	5	4.30813666425,6.2609064755,19.2682522239,100.0,0.576214064373	10.0242718447,10.0242718447,10.0242718447,12.2588996764,0.549622437972
4	169166822	169168952	169094255	169271098	NM_020870	3	1	1.20501685101	100.046948357
4	169178081	169178539	169094255	169271098	NM_020870	3	1	0.259550790527	100.218340611
4	169190998	169198007	169094255	169271098	NM_020870	3	1	3.96394562439	100.014267371
4	169229774	169230251	169094255	169271098	NM_020870	3	1	0.270294723033	100.209643606
4	169288567	169294567	-	-	-	-	0	0	0
4	169333155	169333179	-	-	-	-	0	0	0
4	169356739	169358391	-	-	-	-	0	0	0
4	169359726	169360724	-	-	-	-	0	0	0
4	169365222	169368278	-	-	-	-	0	0	0
4	169419454	169424518	169393269	169612627	NM_001199398/NM_012224/NM_001199399/NM_001199397/NM_001199400	3	1	2.30900031455	100.019747235
4	169440126	169445721	169393269	169612627	NM_001199398/NM_012224/NM_001199399/NM_001199397/NM_001199400	3	1	2.55106925177	100.017873101
4	169473248	169473262	169393269	169612627	NM_001199398/NM_012224/NM_001199399/NM_001199397/NM_001199400	3	1	0.00683810557123	107.142857143
4	169529165	169530636	169393269	169612627	NM_001199398/NM_012224/NM_001199399/NM_001199397/NM_001199400	3	1	0.67104609339	100.067980965
4	169530760	169533760	169393269	169612627	NM_001199398/NM_012224/NM_001199399/NM_001199397/NM_001199400	3	1	1.36807698795	100.033333333
4	169552363	169552375	169393269	169612627	NM_001199398/NM_012224/NM_001199399/NM_001199397/NM_001199400	3	1	0.00592635816173	108.333333333
4	169556300	169638988	169393269,169620520	169612627,169723187	NM_001199398/NM_012224/NM_001199399/NM_001199397/NM_001199400,NM_001243372/NM_001829/NM_173872	1,9	2	25.6784540411,17.9890520902	68.121130031,22.3357681889
4	169659667	169705401	169620520,169660061	169723187,169723187	NM_001243372/NM_001829/NM_173872,NM_001243374	3,9	2	44.5464993961,71.8250510875	100.002186557,99.1406830804
4	169708902	169718761	169620520,169660061	169723187,169723187	NM_001243372/NM_001829/NM_173872,NM_001243374	3,3	2	9.60377137959,15.6193071111	100.010143017,100.010143017
4	169737908	169737927	169729467	169757942	NM_017867	3	1	0.0702345835089	105.263157895
4	169744158	169746020	169729467	169757942	NM_017867	3	1	6.54235145386	100.053705693
4	169750026	169753287	169729467	169757942	NM_017867	3	1	11.4552605703	100.03066544
4	169759875	169762716	-	-	-	-	0	0	0
4	169770180	169770924	-	-	-	-	0	0	0
4	169772400	169773064	-	-	-	-	0	0	0
4	169783065	169784061	-	-	-	-	0	0	0
4	169787241	169787404	-	-	-	-	0	0	0
4	169790931	169791550	-	-	-	-	0	0	0
4	169798309	169799314	-	-	-	-	0	0	0
4	169805166	169805166	-	-	-	-	0	0	0
4	169811597	169999293	169917760,169986596,169986596	169975902,170026430,170003792	NR_037878,NM_001301647/NM_021647,NM_001301648/NM_001009554	7,9,9	3	100.0,31.8764905234,73.8384601965	30.9772184809,6.76519478305,6.76519478305
4	169999364	170001794	169986596,169986596	170026430,170003792	NM_001301647/NM_021647,NM_001301648/NM_001009554	3,3	2	6.1026735283,14.1361865442	100.041152263,100.041152263
4	170025326	170027742	169986596	170026430	NM_001301647/NM_021647	1	1	2.77394251287	45.7367549669
4	170048721	170771929	170060221,170060221,170060221,170226590,170742468	170090221,170090387,170090032,170283722,170743735	NM_001286682/NM_182662,NM_001286683,NM_016228,NR_125889,NR_134683	7,7,7,7,7	5	100.0,100.0,100.0,100.0,100.0	4.14832247431,4.17127576022,4.12218891384,7.89994026615,0.175329918917
4	170775397	170779164	-	-	-	-	0	0	0
4	170818282	170818314	-	-	-	-	0	0	0
4	170887105	172537682	171040601,171186183,171812137,171813423	171059160,171186292,171813607,173040407	NR_038838,NR_106730,NR_134656,NM_001034845	7,7,7,9	4	100.0,100.0,100.0,59.0276164745	1.12445526625,0.0066643361685,0.0891203500352,43.8792010309
4	172546787	172546787	171813423	173040407	NM_001034845	3	1	8.15005888418e-05	inf
4	172546825	172546825	171813423	173040407	NM_001034845	3	1	8.15005888418e-05	inf
4	172601782	172601814	171813423	173040407	NM_001034845	3	1	0.00268951943178	103.125
4	172606492	172606978	171813423	173040407	NM_001034845	3	1	0.0396907867659	100.205761317
4	172635961	172745180	172634684,172629931,171813423	172726878,172688917,173040407	NR_125894,NR_125895,NM_001034845	1,1,3	3	98.6148923477,89.7774085816,8.9014943133	83.2437579542,48.4869848653,100.000915592
4	172770744	172772070	171813423	173040407	NM_001034845	3	1	0.108151281393	100.075414781
4	172781587	172783678	171813423	173040407	NM_001034845	3	1	0.170499231857	100.047824008
4	172832379	172851563	171813423	173040407	NM_001034845	3	1	1.56358879693	100.005212677
4	172852083	172852687	171813423	173040407	NM_001034845	3	1	0.0493078562493	100.165562914
4	172858239	172869592	171813423	173040407	NM_001034845	3	1	0.925357685709	100.008808245
4	172877619	172883176	171813423	173040407	NM_001034845	3	1	0.452980272782	100.017995321
4	172884356	172890667	171813423	173040407	NM_001034845	3	1	0.514431716769	100.015845349
4	172971370	172991574	171813423	173040407	NM_001034845	3	1	1.64671939755	100.004949515
4	173036462	173038329	171813423	173040407	NM_001034845	3	1	0.152243099956	100.053561864
4	173051623	173051623	-	-	-	-	0	0	0
4	173088630	173088630	-	-	-	-	0	0	0
4	173106392	173106538	-	-	-	-	0	0	0
4	173123067	173123077	-	-	-	-	0	0	0
4	173140942	173145440	173131932,173144235	173169652,173169652	NR_134242,NR_134241	3,9	2	11.9270432915,4.74466913211	100.022232103,26.8119164073
4	173168863	173170026	173144235,173131932,173168752	173169652,173169652,173323967	NR_134241,NR_134242,NM_017423	1,1,3	3	3.10803367692,2.09432411654,0.749922688383	67.9277730009,67.9277730009,100.085984523
4	173209352	173221723	173168752	173323967	NM_017423	3	1	7.97082774972	100.008083421
4	173228262	173228305	173168752	173323967	NM_017423	3	1	0.0283475930316	102.325581395
4	173249908	173255229	173168752	173323967	NM_017423	3	1	3.42877022987	100.01879346
4	173295875	173331476	173168752,173331375,173331375,173331375	173323967,173334358,173333769,173334444	NM_017423,NM_001130688,NM_001130689,NM_002129	1,9,9,9	4	18.0992938872,3.418230563,4.25887265136,3.32247557003	78.9107047555,0.286508805932,0.286508805932,0.286508805932
4	173399527	173399687	-	-	-	-	0	0	0
4	173409512	173538672	173526500,173530457	173530227,173541830	NM_021973,NR_003679	7,9	2	100.0,72.2349217514	2.8863425209,6.36110250852
4	173545438	173555636	-	-	-	-	0	0	0
4	173563928	173568903	-	-	-	-	0	0	0
4	173576720	173577025	-	-	-	-	0	0	0
4	173598737	173648386	-	-	-	-	0	0	0
4	173712010	173714384	-	-	-	-	0	0	0
4	173860832	174019489	-	-	-	-	0	0	0
4	174022658	174440844	174283676,174283903,174236658,174423794,174094659	174320331,174333380,174284251,174423864,174220398	NM_001040157,NM_001145314,NM_012180,NR_036236,NR_125896	7,7,7,7,7	5	100.0,100.0,100.0,100.0,100.0	8.76547756262,11.8315773364,11.3810601024,0.0169780910887,30.06796019
4	174478953	174549716	174490176,174490176	174522893,174522898	NM_001256301,NM_001256305/NM_001256306/NM_001256307/NM_000860/NM_001145816	7,7	2	100.0,100.0	46.2360273024,46.2430931419
4	174556086	174585956	-	-	-	-	0	0	0
4	174591050	174594049	-	-	-	-	0	0	0
4	174613140	174613141	-	-	-	-	0	0	0
4	174613142	174613143	-	-	-	-	0	0	0
4	174613146	174613213	-	-	-	-	0	0	0
4	174643234	174652749	174642010	174829315	NM_006529/NM_001042543	3	1	5.08045657907	100.010509721
4	174683022	174684103	174642010	174829315	NM_006529/NM_001042543	3	1	0.577664356721	100.092506938
4	174699290	174710560	174642010	174829315	NM_006529/NM_001042543	3	1	6.01742603013	100.008873114
4	174759178	175495750	174642010,174918357,174831727	174829315,174978180,174875964	NM_006529/NM_001042543,NM_001278125/NM_014269/NM_001278126/NM_001278127/NM_001130703/NM_001130704/NM_001130705,NR_125900	1,7,7	3	37.4456771273,100.0,100.0	9.5222191449,8.12194870291,6.00593017383
4	175501793	175512516	-	-	-	-	0	0	0
4	175517586	175520670	-	-	-	-	0	0	0
4	175537097	175649860	175632936,175632936,175632936	175787676,176002691,175813114	NM_001261448,NM_005277/NM_201592/NM_001261447/NR_048571,NM_201591	9,9,9	3	10.9376312677,4.5773428964,9.39343652701	15.0093559057,15.0093559057,15.0093559057
4	175674162	175685087	175632936,175632936,175632936	175787676,176002691,175813114	NM_001261448,NM_005277/NM_201592/NM_001261447/NR_048571,NM_201591	3,3,3	3	7.06083067836,2.95492162399,6.063969719	100.009153318,100.009153318,100.009153318
4	175715608	175727181	175632936,175632936,175632936	175787676,176002691,175813114	NM_001261448,NM_005277/NM_201592/NM_001261447/NR_048571,NM_201591	3,3,3	3	7.47959493605,3.13017232986,6.42361207466	100.008640802,100.008640802,100.008640802
4	175738884	175742149	175632936,175632936,175632936	175787676,176002691,175813114	NM_001261448,NM_005277/NM_201592/NM_001261447/NR_048571,NM_201591	3,3,3	3	2.11062355807,0.883285193479,1.8126418728	100.030627871,100.030627871,100.030627871
4	175744956	175745393	175632936,175632936,175632936	175787676,176002691,175813114	NM_001261448,NM_005277/NM_201592/NM_001261447/NR_048571,NM_201591	3,3,3	3	0.283053618627,0.118456495635,0.24309159225	100.228832952,100.228832952,100.228832952
4	175750296	175762948	175632936,175632936,175632936	175787676,176002691,175813114	NM_001261448,NM_005277/NM_201592/NM_001261447/NR_048571,NM_201591	3,3,3	3	8.17688912441,3.42198639103,7.02246099712	100.007903889,100.007903889,100.007903889
4	175782989	179154695	175632936,175632936,175632936,176683533,177309836,176319938,176213674,176184573,176065833,177728756,177430774,177812045,177903383,175790306	175787676,176002691,175813114,176792745,177362938,176332245,176269222,176195671,176182828,177990750,177442503,177907936,177907936,175812189	NM_001261448,NM_005277/NM_201592/NM_001261447/NR_048571,NM_201591,NM_005429,NM_018248,NM_021928,NM_080874,NM_144644,NM_170710/NM_181265,NR_028342,NR_033655/NM_000027/NM_001171988,NR_108092,NR_108093,NR_125901	1,1,1,7,7,7,7,7,7,7,7,7,7,7	14	3.02957845691,59.4183731975,16.7200395163,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0	0.139039406164,6.51607821085,0.893494272632,3.23910210439,1.57495938258,0.365037758334,1.64750426045,0.329180539466,3.46993480452,7.77039872397,0.347895101174,2.84402020817,0.135065156926,0.649048285942
4	179166907	179168910	-	-	-	-	0	0	0
4	179175839	179177786	-	-	-	-	0	0	0
4	179184918	179518083	-	-	-	-	0	0	0
4	179563831	179565427	-	-	-	-	0	0	0
4	179579897	179629660	-	-	-	-	0	0	0
4	179642607	179714571	-	-	-	-	0	0	0
4	179718062	184121636	182890090,182243430,183318066,183321763,183506081,183444590,183505049,183905355,183659266,183099309,183639634,183037664,183097020,182169292,181064089,183494736,182138659,183233627,183798021,184088705	182917477,182803024,183320774,183322426,183512428,183449066,183512428,184023530,183713594,183320776,183659219,183040119,183099199,182169378,181159149,183504515,182144515,183240634,184023530,184217961	NM_001012732/NM_001921,NM_001080477,NM_001111319,NM_001185149,NM_001291959,NM_001317343/NM_017632,NM_001564,NM_020225,NM_021942/NM_199053,NM_024949,NM_152682/NM_001307922,NR_003612,NR_024008,NR_031640,NR_033918,NR_033995,NR_125905/NR_027107,NR_126473,NR_132761,NM_153343	7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9	20	100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,25.4779238262	0.621949352957,12.7077460263,0.0615182122521,0.0150786611057,0.144155633583,0.101667418329,0.167591143012,2.68363833559,1.23374786026,5.02927849061,0.444775084965,0.0557728790296,0.0495052427869,0.00197566794608,2.15872380026,0.222092327732,0.133005599543,0.159143459381,5.12106756921,0.747847089659
4	184165693	184859028	184088705,184755594,184755594,184755594,184649612,184755594,184387721,184627695,184694064,184798295,184851012,184843295,184341030,184365560,184618615,184584092,184843295	184217961,184812259,184805788,184808601,184694959,184826114,184474572,184649475,184734132,184799046,184851110,184847046,184353977,184382306,184624872,184624872,184855652	NM_153343,NM_001286708,NM_001286710,NM_001286712,NM_001300767/NM_001300768/NM_152683,NM_001995/NM_001286711,NM_002199,NM_004346/NM_032991,NM_024629/NR_104593,NR_003542,NR_037510,NR_037867,NR_040108,NR_125933/NR_125934,NR_131966/NR_131965,NR_131967,NR_132989	1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7	17	40.4380420403,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0	7.53877995486,8.17296112269,7.23964605854,7.6453662371,6.54056120057,10.1712736267,12.526700657,3.14148283297,5.77916880007,0.108461277737,0.0142788118298,0.541152545306,1.86749551083,2.41542688599,0.902593984149,5.88186086091,1.78239956154
4	184867108	184871940	-	-	-	-	0	0	0
4	184907523	190119645	186265963,186227470,186149172,185429390,185585443,185585443,185585443,185585443,185585443,185143262,185500660,185585443,190024367,185169025,185018840,185204236,186069154,189940818,186587782,186533654,186144840,185399539,185363877,185159661,185445183,188091271,187995770,188139443,185396685,186191519,188455577,186286097,187304082,184938382,186189031,187532879,190064501,189659605,189881514,185471430	186289681,186258474,186172663,185449667,185812256,185811104,185810894,185775912,185656969,185150384,185535558,185956716,190027257,185204028,185020804,185363971,186085098,189963204,186723833,186555567,186172663,185425985,185378998,185204028,185471759,188105587,188005049,188147495,185400245,186213463,188601908,186501058,187505613,184938440,186191490,187672641,190067864,189661486,189884867,185472262	NM_000128,NM_000892/NM_001318394/NM_001318396,NM_001006655,NM_001114357,NM_001145670/NM_003603,NM_001145671,NM_001145672,NM_001145673,NM_001145675/NM_001145674,NM_001151,NM_001257963/NM_001257962/NR_047562/NM_001114107/NM_014476,NM_001270771/NM_021069,NM_001286820/NM_001005217,NM_001292033,NM_001300781/NM_001300782,NM_001317781,NM_003265,NM_004477,NM_005245,NM_005958,NM_015398,NM_018359/NR_028085,NM_018409,NM_020827,NM_152775/NM_001145411,NM_173553/NM_001303419,NM_174900/NM_001304358,NM_178556,NM_181726,NM_207352,NR_033869,NR_033900,NR_038931,NR_039660,NR_046264,NR_110436,NR_121644,NR_121679,NR_132380,NR_133944	7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7	40	100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0	0.455073768419,0.594863282172,0.450718536519,0.389054592352,4.35166329568,4.32956097344,4.32553190428,3.65436572667,1.37232014139,0.136662188644,0.669573735995,7.12327915578,0.0554668520806,0.671588270574,0.0377005756964,3.06470186231,0.305921465384,0.429517958329,2.61029960542,0.4204429597,0.533832477444,0.507413295391,0.290131351492,0.851246382951,0.50990748106,0.274686586385,0.178046484714,0.154505209203,0.0683215013002,0.421037727052,2.80753213375,4.1242703068,3.8666017411,0.00113197657307,0.0471976672841,2.68149901326,0.0645418507088,0.0361081340767,0.0643499902727,0.0159819743283
