chr	VR_start	VR_stop	Overlapping_Gene_Start	Overlapping_Gene_Stop	Overlapping_GeneID	Overlap_Type	Number_of_Overlapping_Genes	Percentage_of_Gene_Overlapping_VR	Percentage_of_VR_Overlapping_Gene
1	150231620	150231620	150218416,150218416	150234678,150236156	NM_001136479,NM_030920/NM_001280560/NM_001280559/NM_001136478	3,3	2	0.0,0.0	nan,nan
1	150237775	151506633	150257742,150265398,150272283,150272779,150272798,150282532,150282721,150293841,150321478,150364110,150487363,150492344,150508010,150515756,150549368,150549368,150551928,150560894,150574550,150622122,150622122,150623277,150623277,150627045,150646224,150698058,150730195,150796207,150809704,150926338,150926338,150965172,150982022,150996824,150996824,150996824,151008390,151036552,151047782,151050970,151059674,151070603,151131686,151156628,151156628,151159747,151159747,151166021,151169986,151176299,151198544,151254720,151281554,151282311,151291796,151291796,151340639,151347009,151364301,151399564,151402723,151402723	150265078,150269209,150280924,150280924,150280924,150287092,150287092,150308979,150353228,150476565,150507609,150492410,150513789,150518032,150560936,150558748,150552014,150574552,150579738,150629622,150629133,150629622,150629133,150629622,150697196,150720888,150765957,150808441,150876768,150964744,150945320,150975003,150995638,151006909,151008378,151006797,151035713,151047600,151051395,151059649,151068497,151118531,151146664,151170297,151159749,151165948,151165894,151170297,151176071,151190213,151249531,151267478,151291905,151291905,151327657,151327715,151347293,151347891,151372734,151401936,151459465,151442205	NM_012113,NM_001243772/NM_001243771/NR_045035/NR_045034/NR_045033/NM_001077628/NM_016022,NM_001301040/NM_001301039,NM_024579,NM_001301041/NM_001301042,NM_144697/NM_001300839/NM_001300838/NM_001300840,NM_001300841,NM_031901/NM_018997,NM_004698,NM_015203/NM_001297674/NM_001297673,NM_001271895/NM_001271896/NM_025150/NR_073514/NR_073513,NR_106938,NM_004425/NM_022664/NM_001202858,NR_051960,NM_001288607/NM_019032/NM_001288608,NM_025008,NR_036211,NR_104133,NM_021960/NM_001197320/NM_182763,NM_207042/NM_004436,NM_207046/NM_207045,NM_207044/NM_207043,NM_207047,NM_207168,NM_018178,NM_001199829/NM_032132,NM_001199739/NM_004079,NM_000396,NM_001197325/NM_001286036/NM_001286035/NM_001668/NM_178427,NM_012432/NM_001145415,NM_001243491,NM_181746/NM_022075,NM_003568,NM_001040217,NM_001163258/NM_018379,NM_001163259/NM_001163260,NM_021222/NM_001303229/NM_001303243/NM_001303242/NR_130135/NR_130132/NR_130131/NR_130130,NM_001159642/NM_138278,NM_017860,NM_020239/NM_001038707,NM_006818,NM_144618,NM_001178062/NM_001178061/NM_030913,NM_001204848,NM_024575,NM_001136543,NM_212551,NM_001204856/NM_024041/NR_037937,NM_013353,NM_001271088/NM_005997/NM_001271087,NM_001135638/NM_003557/NM_001135637/NM_001135636,NM_002810,NM_001304764,NM_020832/NM_001304763,NM_001198775/NM_001198773/NM_002651,NM_001198774,NM_000449/NM_001025603,NR_131972,NM_001258288/NM_001258289/NM_003944,NM_002796,NM_145796/NM_001194937/NM_015100/NM_001194938,NM_207171	7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7	62	100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0	0.578157681947,0.300348817598,0.681006070025,0.641915801453,0.640418391971,0.359378275583,0.344482991793,1.19304130171,2.50225005477,8.86269385542,1.59560801918,0.00520152767292,0.455448915481,0.17937389369,0.911685941216,0.739247417757,0.00677774817986,1.07640098419,0.408871599501,0.591082690104,0.552544098709,0.500055955828,0.461517364433,0.20309601232,4.017155584,1.79925570868,2.81843988847,0.964174084098,5.28538260388,3.02681623948,1.49599088314,0.774791190188,1.07309092113,0.794809190627,0.910582586862,0.785982355788,2.15335364556,0.870704208036,0.284744234579,0.684000888988,0.695349676638,3.77725482284,1.18043153765,1.07726790547,0.245969210109,0.488707168178,0.484451372809,0.336995944385,0.479565089238,1.09657660668,4.01833774938,1.00547106138,0.815772923369,0.756112977181,2.82624217998,2.83081321945,0.52440856266,0.0695113243562,0.664613376753,0.186939752124,4.47189520025,3.11161690276
1	151519289	151623426	151511385,151540304,151540308,151545795,151612185	151538691,151583583,151583577,151545891,151699083	NM_020770,NM_001126337/NM_020127,NM_001301317,NR_030280,NM_030918	1,7,7,7,9	5	71.0539808101,100.0,100.0,100.0,12.935855831	18.6312261732,41.5596761958,41.5500734609,0.0921862546453,10.7944342549
1	151627593	151672233	151612185	151699083	NM_030918	3	1	51.3705723952	100.0
1	151701725	151717424	151700057,151700057	151716820,151716316	NM_007185/NM_001172649/NM_001291107/NM_001291106,NM_001172648	1,1	2	90.0495138102,89.7410664863	96.1526211861,92.9422256195
1	151780072	151780540	151771564,151773479	151790534,151790534	NM_006862,NM_001083965/NM_001083964/NM_001083963	3,3	2	2.46705324196,2.74406332454	100.0,100.0
1	151789173	151847848	151771564,151773479,151800264,151806070,151806070,151837862,151838468,151847100	151790534,151790534,151805442,151826077,151831872,151840557,151844165,151853697	NM_006862,NM_001083965/NM_001083964/NM_001083963,NM_001004432,NM_001001523,NM_005060,NM_001136003,NR_024237,NM_182578	1,1,7,7,7,7,7,9	8	7.17448603057,7.98006449721,100.0,100.0,100.0,100.0,100.0,11.3384871911	2.31955688112,2.31955688112,8.82488282914,34.0979974435,43.9744354495,4.59309757137,9.7094162761,1.27481891777
1	151851013	151853673	151847100	151853697	NM_182578	3	1	40.3213581931	100.0
1	151858939	151859337	-	-	-	-	0	0	0
1	151860320	153603667	151870866,151982909,152018277,152032505,152079412,152084143,152106316,152153594,152212075,152302174,152313458,152337067,152348736,152409242,152510843,152514501,152565698,152579383,152600661,152613810,152622833,152663410,152675314,152686122,152698363,152709046,152719521,152758029,152776371,152786276,152796750,152804834,152811970,152827472,152842853,152878321,152908562,152970652,152984087,153001746,153031202,153039724,153056119,153070227,153093134,153112123,153140117,153149581,153174517,153203429,153217583,153259702,153297861,153330120,153357853,153373707,153390031,153390031,153390031,153416523,153436994,153457743,153534599,153537146,153543618,153543621,153545741,153547332,153561108	151909885,151994238,152022509,152037035,152080924,152089064,152115454,152159228,152224196,152325203,152366692,152366692,152360006,152414274,152512177,152516005,152566753,152580504,152601086,152614098,152623103,152664659,152676573,152687400,152699442,152709434,152720429,152762053,152776969,152788425,152798181,152806631,152813109,152828097,152843983,152885047,152911886,152972573,152985814,153003856,153032900,153041118,153057512,153071608,153094528,153113515,153141493,153150951,153191676,153205125,153219317,153262124,153310718,153348841,153361027,153375599,153390976,153391188,153422583,153423225,153440027,153460661,153536241,153541765,153545806,153545806,153551769,153549258,153565830	NM_053055,NM_002966,NR_103561,NM_005620,NM_001310142,NM_001008536,NM_007113,NM_001122965,NM_001009931,NM_002016,NR_103778,NR_103779,NM_001014342,NM_016190,NM_178438,NM_019060,NM_178435,NM_032563,NM_178434,NM_178433,NM_178431,NM_178430,NM_178429,NM_014357,NM_178428,NM_178356,NM_001024679,NM_001025231,NM_178354,NM_178353,NM_178352,NM_178351/NM_001276331,NM_178349,NM_178348,NM_001128600,NM_030663,NM_005547,NM_173080,NM_001199828/NM_005987,NM_005416/NM_001097589,NM_003125,NM_006945,NM_005988,NM_001017418,NM_001024209,NM_001014450,NR_003062,NM_001014291,NR_110685,NM_001010857,NM_001195571,NM_000427,NM_052891,NM_020393,NM_002965,NM_005621,NM_001319201,NM_002964/NM_001319196/NM_001319197,NM_001319198,NM_176823,NM_001045479,NM_002963,NM_014624,NM_002962,NM_019554,NM_002961,NR_125947,NM_002960,NM_005978	7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7	69	100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0	2.23816601055,0.649841941966,0.242751443058,0.259844999303,0.0867297216217,0.282273121759,0.524164150912,0.323171462709,0.695271796148,1.32096478785,3.05355158784,1.69931746233,0.646457647273,0.288640184656,0.076519476616,0.0862708342057,0.0605157779834,0.0643015991653,0.0243783939743,0.0165199469756,0.0154874502896,0.0716437978211,0.0722174070911,0.073307264704,0.0618924402313,0.0222560396754,0.0520837217146,0.230820370242,0.0343018343451,0.12326863212,0.0820834865348,0.103077585816,0.0653340958513,0.035850579374,0.0648178475083,0.385809594992,0.190667721343,0.110190340764,0.0990623209264,0.121031555967,0.0973988540434,0.0799611322359,0.0799037713089,0.0792154401849,0.0799611322359,0.0798464103819,0.0789286355499,0.0785844699879,0.984256146367,0.0972841321894,0.0994638474153,0.13892816519,0.737489438419,1.07385391434,0.182063582293,0.108526873881,0.0542060760136,0.0663665925372,1.86721289565,0.384432932744,0.173975691586,0.167379184982,0.0941866421315,0.264950121806,0.125505708273,0.125333625492,0.345771667947,0.110477145399,0.270858297287
1	153639657	153828622	153633981,153658653,153661787,153678687,153689704,153728090,153775291,153793946,153804726	153646306,153661852,153671028,153693992,153689793,153774079,153780157,153796302,153922975	NM_001244664/NM_001317077/NM_015607/NM_001206612,NM_012437/NR_052020/NR_052019,NM_001267809/NM_004515,NM_000906,NR_107050,NM_023015,NM_024330/NM_001317929,NR_126565,NM_020699	1,7,7,7,7,7,7,7,9	9	53.9472616633,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20.2082047205	3.51864101818,1.69290609372,4.8903236049,8.09938348371,0.0470986690657,24.3373111423,2.57508004128,1.24679173392,12.6457280449
1	153845610	153869018	153804726	153922975	NM_020699	3	1	19.7955162412	100.0
1	153884804	153885806	153804726	153922975	NM_020699	3	1	0.847364459742	100.0
1	153889247	153890010	153804726	153922975	NM_020699	3	1	0.645248585612	100.0
1	153988235	153989496	-	-	-	-	0	0	0
1	153991361	153992953	153990762,153992691	153992155,154155116	NM_001030,NM_207308/NM_001159484	1,9	2	56.9992821249,0.161305217793	49.8743718593,16.4572864322
1	154013254	154028290	153992691	154155116	NM_207308/NM_001159484	3	1	9.25719562875	100.0
1	154035832	154036749	153992691	154155116	NM_207308/NM_001159484	3	1	0.564568262275	100.0
1	154095720	154179941	153992691,154104520,154155303,154155303,154161812	154155116,154104592,154178221,154183249,154192135	NM_207308/NM_001159484,NR_049883,NM_001278191,NM_153649/NM_001278189/NR_103461/NM_001043352/NM_001278190/NM_001043353/NM_001043351/NM_001278188,NM_152263	1,7,7,9,9	5	36.5682622749,100.0,100.0,88.162885565,59.7863008278	70.5239785802,0.0854893672599,27.2117405398,29.2539865354,21.5255102647
1	154185111	154188913	154161812,154187257	154192135,154192067	NM_152263,NR_103460	3,9	2	12.5383372358,34.4282744283	100.0,43.5560231457
1	154195236	154230345	154199085,154206700,154211460,154220171,154220848,154220848,154220848	154206365,154220797,154220797,154263505,154270853,154263505,154271510	NM_001010979,NM_138740/NM_015449/NM_001297720/NM_001098616/NM_001297717/NM_001297718,NM_001297721/NM_001297723,NM_001127320,NM_014847,NM_001287815,NM_001287816	7,7,7,9,9,9,9	7	100.0,100.0,100.0,23.4781003369,18.9921007899,22.2636378555,18.7458055347	20.7354239654,40.1520977527,26.5943205446,28.9783246461,27.0500441482,27.0500441482,27.0500441482
1	154233510	154233936	154220171,154220848,154220848,154220848	154263505,154270853,154263505,154271510	NM_001127320,NM_014847,NM_001287815,NM_001287816	3,3,3,3	4	0.983061799049,0.851914808519,0.998663759758,0.840866921953	100.0,100.0,100.0,100.0
1	154264094	154828771	154220848,154220848,154272562,154321115,154325559,154327799,154405192,154405192,154479477,154502218,154548574,154553608,154567780,154582057,154582057,154582057,154697465,154697465	154270853,154271510,154275878,154325325,154337846,154351304,154438085,154469450,154502050,154548147,154558644,154555028,154579877,154608248,154606300,154627980,154870278,154859862	NM_014847,NM_001287816,NM_006118/NM_001018837,NM_080429,NM_001005855,NM_020452,NM_001206866,NM_000565/NM_181359,NM_001010846,NM_182499/NM_001098475,NM_017582,NR_046668,NM_000748,NM_015841/NM_001111/NM_015840,NM_001193495,NM_001025107,NM_002249/NM_001204087,NM_170782	1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9	18	13.5166483352,14.6381903596,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.9815523138,80.8549419016	1.1969674699,1.3133171707,0.587238368129,0.745558965568,2.17593420663,4.16255664743,5.82510001293,11.3796028526,3.99750653914,8.13367642033,1.78332037607,0.251471195037,2.14228665237,4.63822680931,4.29325083189,8.13261386598,23.2532934757,23.2532934757
1	154836849	154837974	154697465,154697465	154870278,154859862	NM_002249/NM_001204087,NM_170782	3,3	2	0.650992691522,0.692746787194	100.0,100.0
1	154845877	156178790	154697465,154697465,154924731,154944082,154957025,154962297,154962297,154974641,154975692,154983293,154983293,154993585,155002629,155018526,155033805,155045191,155045191,155051271,155051271,155063736,155078871,155127872,155135343,155135811,155139890,155139890,155169407,155173786,155173786,155174753,155185823,155195176,155195587,155208698,155213824,155234447,155234447,155234447,155247204,155255978,155262867,155277426,155277426,155289292,155289292,155308747,155308913,155320459,155320848,155323936,155324394,155335260,155346349,155433179,155561980,155610169,155610187,155659441,155659441,155659441,155659441,155659441,155659441,155659441,155659441,155679107,155689090,155689093,155745767,155749657,155749657,155764461,155783684,155859468,155897807,155897807,155913042,155919908,155925957,155941688,155946838,155946838,155951272,156009047,156035293,156054725,156061148,156072012,156082545,156114669,156114669,156126116,156126116,156149943,156153530,156153577	154870278,154859862,154937008,154956163,154961782,154970747,154974483,154979249,154975783,154989012,154993111,154994315,155018525,155033781,155050930,155051165,155063991,155062776,155058683,155069553,155087538,155134910,155138858,155138858,155140520,155140407,155173328,155184971,155180615,155184971,155192915,155195272,155207981,155213839,155227534,155241275,155244862,155241278,155255483,155262385,155273529,155289848,155288707,155301434,155301001,155320666,155320666,155324147,155331118,155331118,155331118,155562533,155346445,155434262,155563944,155614967,155614825,155688777,155688973,155688774,155689032,155689028,155688724,155679829,155688656,155679255,155739009,155739009,155750688,155859400,155857295,155857295,155783832,155885199,155911402,155910915,155934442,155920042,155926086,155942834,155978175,155978545,155951336,156020967,156053825,156058510,156070514,156081998,156137866,156140089,156137866,156140089,156137866,156177751,156177751,156177751	NM_002249/NM_001204087,NM_170782,NM_006556,NM_020524/NM_001317735/NM_001317734,NM_138300,NM_001130040/NM_183001,NM_003029/NM_001130041/NM_001202859,NR_024163/NM_001826,NR_036212,NM_001184892,NM_001184891/NM_025207/NM_201398,NM_018655,NR_049765/NR_045515/NM_001252406/NM_001256455/NR_046206,NM_144622,NM_001143687/NM_152494,NR_040772,NR_040773,NM_207191/NM_001261465/NM_001261464/NM_207194/NM_207197/NM_207196/NM_003815/NR_048579/NR_048578/NR_048577/NM_207195,NM_001261466,NM_182690/NM_182689/NM_005227,NM_004952,NM_004428/NM_182685,NM_001287592/NM_001287591/NM_001287590,NM_018845/NM_001287586/NM_001287589/NM_001287588/NM_001287587/NM_001122839/NM_001122837,NM_153741,NM_018973,NM_173852,NM_001256599/NM_025058/NR_046327/NM_001282378/NM_001256600,NM_001282379/NR_104150,NM_001256601/NR_046329,NM_001044391/NM_001044390/NM_001018017/NM_001018016/NM_001204287/NM_001204286/NM_001204285/NM_001204291/NM_001204290/NM_001204289/NM_001204288/NM_001204296/NM_001204295/NM_001204294/NM_002456/NM_001204297/NM_001204292/NM_001044393/NM_001044392/NM_001204293,NR_030281,NM_001252607/NR_045553/NM_001252608/NM_007112,NM_002455/NM_198883,NR_002188,NM_001171812,NM_001171811/NM_001005741/NM_001005742,NM_000157,NM_001267608/NM_006589/NM_198264,NM_005698/NM_052837,NM_001294339/NM_001294338/NM_003993,NM_020897,NR_073074,NM_000298,NM_181871,NM_002004/NM_001242824/NM_001242825/NM_001135822,NM_001135821,NM_001039517,NM_001105204/NM_001105203,NM_001278229/NM_001278228/NM_001278227/NM_001105205/NM_014328,NM_001278230/NR_103478,NM_018489,NR_030282,NR_034180,NR_027023,NM_018116/NM_001256533/NM_001256532/NR_046294/NR_046293/NR_046292/NR_046295,NR_024117,NM_001198905/NM_001198900/NM_018253,NM_139121,NM_139119,NM_139118/NM_001198906,NM_001198901,NM_001198902,NM_001198899,NM_001198903/NM_001198904,NR_132762,NM_001199851/NM_001199850/NM_001199849,NM_004632/NM_033657,NR_024117,NM_001282856,NM_001282858/NM_001282860,NM_032292/NM_001282861,NR_132767,NM_152280,NM_006912/NM_001256820,NM_001256821,NM_014949,NR_002974,NR_003005,NM_181885,NM_004723,NM_001162383/NM_001162384,NR_106796,NM_003145,NM_001304342/NM_020131,NM_014017/NM_001145264,NM_020387/NR_133653,NM_001093725,NM_001282625,NM_170708/NM_170707/NM_001282626,NM_005572,NM_001257374,NM_001282624,NM_001193301,NM_001193300/NM_022367,NM_001193302	1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7	96	14.1198868141,8.61161228348,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0	1.83065211308,1.04920576212,0.921065365857,0.90636073022,0.356887508787,0.633949852691,0.914238213597,0.345708984757,0.00682715225975,0.429060261247,0.736582207541,0.0547672653804,1.19257595957,1.14448579915,1.2847800269,0.448191292305,1.41044464267,0.863147107126,0.556075302739,0.436412579066,0.650229985003,0.528016457188,0.263708133989,0.228597065225,0.0472649002598,0.0387872276735,0.294167736379,0.83913953874,0.512336514086,0.766591668023,0.532067734353,0.00720227051578,0.929843133048,0.38569659085,1.02857425803,0.512261490435,0.781371327311,0.512486561388,0.621120808335,0.480676533277,0.799902169159,0.931943795281,0.846341809255,0.910937172944,0.878451931972,0.894206898725,0.881752972625,0.276687225648,0.770492897886,0.538819862962,0.504459030709,17.0508502806,0.00720227051578,0.0812506142561,0.147346450969,0.359963478487,0.347959694294,2.20089383178,2.21559846742,2.20066876083,2.22002486284,2.21972476823,2.19691757827,1.52958220079,2.19181596998,0.0111035003785,3.74510564455,3.7448805736,0.369191387585,8.2333205543,8.07539576852,6.96474563606,0.0111035003785,1.93043356918,1.01994653815,0.983410020009,1.60550613581,0.0100531692616,0.00967805100558,0.0859771042821,2.35101615784,2.37877490879,0.00480151367719,0.894281922376,1.39033830415,0.283964519815,0.702671517196,0.749186180944,4.15038340837,1.90710121366,1.74032363703,1.0483054783,0.881527901671,2.08625769274,1.81714785586,1.81362174425
1	156216710	156216865	156212987,156212987	156240077,156243332	NM_007221/NM_001199653/NM_001199654,NM_001199664/NM_001199663/NM_001199662/NM_001199661	3,3	2	0.572166851237,0.510792552315	100.0,100.0
1	156237635	156237956	156212987,156212987	156240077,156243332	NM_007221/NM_001199653/NM_001199654,NM_001199664/NM_001199663/NM_001199662/NM_001199661	3,3	2	1.18493909192,1.05783489867	100.0,100.0
1	156238274	156308437	156212987,156212987,156241961,156243320,156249223,156282912,156284278,156292686,156298623	156240077,156243332,156243332,156248117,156282829,156292443,156292443,156295689,156299637	NM_007221/NM_001199653/NM_001199654,NM_001199664/NM_001199663/NM_001199662/NM_001199661,NM_199173,NM_001272111/NM_024897/NM_001272107/NM_198406/NM_001272110/NM_001272109/NM_001272108/NM_001272104/NM_001272113/NM_001272112/NM_001272106/NM_001272105/NR_073610,NM_015327,NR_026678,NM_032323,NM_001256604/NM_001256609/NM_001256608/NM_001256605/NM_144580,NM_001004319	1,1,7,7,7,7,7,7,7	9	6.65559246955,16.6683143846,100.0,100.0,100.0,100.0,100.0,100.0,100.0	2.56973048473,7.20892778245,1.95402135028,6.83693684706,47.8970397503,13.5840827787,11.6371876915,4.28003363596,1.44520616279
1	156328046	156328046	156308960	156338415	NM_005998/NM_001008800/NR_036564/NR_036565	3	1	0.0	
1	156331944	156348237	156308960,156337313,156338439,156338591,156338901	156338415,156346994,156346994,156346994,156346994	NM_005998/NM_001008800/NR_036564/NR_036565,NM_144627,NM_001304818/NM_001304817/NM_001304823/NM_001304822/NR_130913,NM_001304826/NM_001304825/NM_001304824/NM_001304821/NM_001304819,NM_001304820	1,7,7,7,7	5	21.969105415,100.0,100.0,100.0,100.0	39.7164426441,59.4181550359,52.507211686,51.5742957098,49.6716381268
1	156365320	156384575	156369188	156385221	NR_046115/NM_001256396/NM_001256395/NM_020407	9	1	95.970810204	79.9117112438
1	156396369	156399266	-	-	-	-	0	0	0
1	156435889	156436906	-	-	-	-	0	0	0
1	156522133	156527308	156525404	156572604	NM_178229	9	1	4.03389830508	36.7922705314
1	156540942	156560239	156525404	156572604	NM_178229	3	1	40.8834745763	100.0
1	156580462	157021430	156579726,156591765,156594307,156619293,156641947,156641947,156668762,156699607,156699607,156721890,156728470,156737301,156742106,156742106,156742106,156742106,156767481,156806242,156806242,156807057,156815749,156840872,156860878,156893730,156920631,156934839,156936130	156586770,156594299,156601487,156625725,156653472,156659532,156677397,156705816,156705667,156728439,156736960,156741131,156752448,156751293,156751751,156752232,156800817,156816848,156816147,156816848,156881850,156858920,156881850,156916434,156933088,157045370,156936244	NM_001105669,NM_144772,NM_182679/NM_015590,NM_021817,NM_198427,NM_021948,NM_006617,NM_001199723,NM_001878,NM_001303095,NM_015997/NM_001142560,NM_145729/NM_024540,NM_001126050/NM_001319186/NR_135008,NM_001319187/NM_001319188,NM_004494,NM_001126051,NM_005973,NM_001161441/NM_003975/NM_001161442,NM_001161443,NM_001161444,NM_001007792,NM_014215,NM_002529/NM_001012331,NM_001080471,NM_144702,NM_014784/NM_198236,NR_030527	1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,7	27	89.551391255,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,78.3409179325,100.0	1.4304892872,0.57464487219,1.62823606248,1.45860924149,2.61356833149,3.98781771013,1.95819197765,1.40803867854,1.37424937864,1.485141779,1.92530977304,0.868543749206,2.34529489668,2.08337112897,2.18723354076,2.29631175051,7.55973222547,2.40516318644,2.24619473522,2.22034251919,14.9899765969,4.09281399104,4.75590065492,5.14867291958,2.82492153626,19.6365722683,0.0258522160338
1	157034225	157043679	156934839	157045370	NM_014784/NM_198236	3	1	8.55325655246	100.0
1	157049063	157049492	-	-	-	-	0	0	0
1	157058951	157060542	-	-	-	-	0	0	0
1	157063589	157066632	-	-	-	-	0	0	0
1	157072167	157076824	-	-	-	-	0	0	0
1	157116932	157129266	157124666,157128361	157138591,157128671	NM_001145312,NR_001560	9,7	2	33.0341113106,100.0	37.2952813361,2.51337765526
1	157203084	157206643	-	-	-	-	0	0	0
1	157234232	157527881	157513376	157552520	NM_001195388/NM_031281	9	1	37.055487431	4.93957071197
1	157533583	157711185	157513376,157573748,157678187	157552520,157598080,157700857	NM_001195388/NM_031281,NM_031282,NM_052939	1,7,7	3	48.3777845902,100.0,100.0	10.6626051508,13.7002961678,12.7644958953
1	157715668	157715668	-	-	-	-	0	0	0
1	157726121	157728450	-	-	-	-	0	0	0
1	157741973	157743982	-	-	-	-	0	0	0
1	157767314	157768102	157745732	157777132	NM_030764/NM_001159488/NR_125358	3	1	2.50955414013	100.0
1	157793395	157801763	157794403	157820150	NM_001159398/NM_001159397/NM_052938	9	1	28.5858546627	87.9541108987
1	157811638	157812836	157794403	157820150	NM_001159398/NM_001159397/NM_052938	3	1	4.65296927797	100.0
1	157916437	157922437	-	-	-	-	0	0	0
1	157932784	157966864	-	-	-	-	0	0	0
1	157967564	157968003	-	-	-	-	0	0	0
1	158016337	158019360	157993272	158100262	NM_001286349/NM_018240	3	1	2.82549771007	100.0
1	158028749	158028749	157993272	158100262	NM_001286349/NM_018240	3	1	0.0	
1	158045925	158422226	157993272,158132043,158179946,158179946,158254136,158289772,158327949,158353695,158398521,158419927	158100262,158140640,158184896,158186426,158258268,158294774,158331531,158357553,158399466,158420866	NM_001286349/NM_018240,NR_033946,NM_001319145,NM_001766,NM_001763,NM_001765,NM_001764,NM_001185107/NM_001185113/NM_001185112/NM_001185110/NM_001185115/NM_001185114/NM_001185108/NM_001042587/NM_001042586/NM_001042585/NM_001042584/NM_001042583/NM_030893,NM_001004475,NM_001004476	1,7,7,7,7,7,7,7,7,7	10	50.7869894383,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0	14.4397702903,2.28460726918,1.31543631295,1.72202571877,1.09805714043,1.32925503786,0.9518975501,1.02524308997,0.251128750654,0.249534282396
1	158454333	158459838	-	-	-	-	0	0	0
1	158473707	158473970	-	-	-	-	0	0	0
1	158485380	158587049	158547127,158562650,158578918	158548105,158563604,158579899	NM_001005189,NM_001160325,NM_001004477	7,7,7	3	100.0,100.0,100.0	0.961945135685,0.938339120086,0.964895887635
1	158659315	158660179	158610705	158686716	NM_003126	3	1	1.13667758614	100.0
1	158690274	159016778	158699677,158717167,158754815,158765743,158776681,158831377,158931546,159009891	158700652,158718115,158755847,158766682,158777635,158849480,158977059,159055155	NM_001005279,NM_001005327,NM_001005184,NM_001005185,NM_001005278,NM_002432,NM_152501/NM_198930/NM_198929/NM_198928,NM_005531/NM_001206567	7,7,7,7,7,7,7,9	8	100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.2151820431	0.298618087374,0.290348663416,0.316075760174,0.287592188763,0.292186313185,5.54449562639,13.9394923186,2.10931565923
1	159033186	159039186	159009891	159055155	NM_005531/NM_001206567	3	1	13.2555673383	100.0
1	159042542	159050041	159009891	159055155	NM_005531/NM_001206567	3	1	16.5672499116	100.0
1	159065253	159066111	159062484	159076857	NM_004833	3	1	5.96952619495	100.0
1	159079850	159081301	-	-	-	-	0	0	0
1	159096295	159098511	-	-	-	-	0	0	0
1	159127386	159131804	-	-	-	-	0	0	0
1	159148561	159155787	-	-	-	-	0	0	0
