chr	NVR_start	NVR_stop	Overlapping_Gene_Start	Overlapping_Gene_Stop	Overlapping_GeneID	Overlap_Type	Number_of_Overlapping_Genes	Percentage_of_Gene_Overlapping_NVR	Percentage_of_NVR_Overlapping_Gene
1	170035130	170091549	169921328,169921328	170074738,170068915	NM_014970/NM_001204516/NM_001204514,NM_001204517	1,1	2	25.8183951503,22.891582592	70.2033003066,59.8823091512
1	170259155	170295668	170271404	170284208	NR_026957	7	1	100.0	35.0669624517
1	170296273	170327497	-	-	-	-	0	0	0
1	170330895	170345939	-	-	-	-	0	0	0
1	170452823	170490252	170461316	170532609	NR_125958	9	1	40.5874349515	77.3090384461
1	170492435	170501542	170461316	170532609	NR_125958	3	1	12.7740451377	100.0
1	170503198	170534142	170461316,170532121,170532121	170532609,170545788,170553833	NR_125958,NM_001146039,NM_152281/NR_027397	1,9,9	3	41.2536995217,14.7874442087,9.30821665438	95.0458893485,6.53115305067,6.53115305067
1	170567829	170591107	-	-	-	-	0	0	0
1	170642703	170643323	-	-	-	-	0	0	0
1	170643325	170648511	-	-	-	-	0	0	0
1	170649439	170651709	-	-	-	-	0	0	0
1	170653292	170655922	-	-	-	-	0	0	0
1	170672250	170682283	170664171	170739400	NM_022716/NM_006902	3	1	13.3366122107	100.0
1	170682381	170721202	170664171	170739400	NM_022716/NM_006902	3	1	51.6037698228	100.0
1	170722146	170773091	170664171	170739400	NM_022716/NM_006902	1	1	22.9353042045	33.8678967514
1	170774950	170829463	-	-	-	-	0	0	0
1	170829465	170913138	-	-	-	-	0	0	0
1	170913357	170973677	170935470,170935494	171064765,170998805	NM_001163629,NM_025063	9,9	2	29.5502532967,60.3102146546	63.3405172414,63.300729443
1	170984660	170994892	170935470,170935494	171064765,170998805	NM_001163629,NM_025063	3,3	2	7.91368575738,16.1614885249	100.0,100.0
1	170994930	170999096	170935470,170935494	171064765,170998805	NM_001163629,NM_025063	3,1	2	3.22208902123,6.1205793622	100.0,93.0148823812
1	171003833	171004738	170935470	171064765	NM_001163629	3	1	0.699949727368	100.0
1	171005959	171038803	170935470	171064765	NM_001163629	3	1	25.4023744151	100.0
1	171043621	171046944	170935470	171064765	NM_001163629	3	1	2.57009165088	100.0
1	171757822	171780524	-	-	-	-	0	0	0
1	171794410	171814258	171781620	171797716	NM_015935/NM_014955/NM_001007239	1	1	20.5392644135	16.6565900846
1	171814993	171832541	-	-	-	-	0	0	0
1	171832543	171833309	-	-	-	-	0	0	0
1	172015861	172016823	171841477,171841477	172412717,172133392	NM_015569/NM_001136127,NM_001278252	3,3	2	0.168405573839,0.329547984859	100.0,100.0
1	172018332	172027065	171841477,171841477	172412717,172133392	NM_015569/NM_001136127,NM_001278252	3,3	2	1.52877949723,2.99162427419	100.0,100.0
1	172073212	172177794	171841477,171841477,172136878,172138797,172138807,172144534	172412717,172133392,172144835,172138907,172138888,172144644	NM_015569/NM_001136127,NM_001278252,NR_038397/NR_103486,NR_029627,NR_036066,NR_029618	3,1,7,7,7,7	6	18.3078916042,20.6155901547,100.0,100.0,100.0,100.0	100.0,57.5433631026,7.60838385191,0.105180623817,0.0774511866287,0.105180623817
1	172278300	172284624	171841477	172412717	NM_015569/NM_001136127	3	1	1.10706533156	100.0
1	172335551	172346052	171841477	172412717	NM_015569/NM_001136127	3	1	1.83828163294	100.0
1	172350683	172354422	171841477	172412717	NM_015569/NM_001136127	3	1	0.65454099853	100.0
1	172365447	172420006	171841477	172412717	NM_015569/NM_001136127	1	1	8.27498074365	86.6401510292
1	172427007	172450445	172420687,172441456	172468829,172444090	NM_139240,NM_002642/NM_153747	3,7	2	48.6851397948,100.0	100.0,11.2381602526
1	172455771	172492336	172420687,172452892	172468829,172468829	NM_139240,NM_001300760	1,1	2	27.123925055,81.9351195332	35.7117462054,35.7117462054
1	172492491	172502316	-	-	-	-	0	0	0
1	172505482	172539365	172532348,172533117	172611833,172611833	NM_016227,NM_001282751/NM_014283/NM_001282750	9,9	2	8.82808076996,7.93739519285	20.7095003394,18.4399256264
1	172573792	172637365	172532348,172533117	172611833,172611833	NM_016227,NM_001282751/NM_014283/NM_001282750	1,1	2	47.8593445304,48.3268966919	59.838296132,59.838296132
1	172637712	172667600	172659007	172666872	NM_000639/NM_001302746	7	1	100.0	26.3149089936
1	172667788	172678068	-	-	-	-	0	0	0
1	172678085	172694154	-	-	-	-	0	0	0
1	172694156	172709763	-	-	-	-	0	0	0
1	172710610	172711135	-	-	-	-	0	0	0
1	172713258	172713488	-	-	-	-	0	0	0
1	172715294	172716302	-	-	-	-	0	0	0
1	172755601	172775557	-	-	-	-	0	0	0
1	172809002	172810482	-	-	-	-	0	0	0
1	172811279	172816868	-	-	-	-	0	0	0
1	172819943	172839304	-	-	-	-	0	0	0
1	172840629	172856612	-	-	-	-	0	0	0
1	172857747	172858593	-	-	-	-	0	0	0
1	172860061	172860543	-	-	-	-	0	0	0
1	172862720	172867809	-	-	-	-	0	0	0
1	172913079	172942969	-	-	-	-	0	0	0
1	173101290	173102878	-	-	-	-	0	0	0
1	173120012	173139991	-	-	-	-	0	0	0
1	173149173	173238444	173183730,173183730,173235059	173205558,173207313,173477155	NM_001297562,NM_003326,NR_037845	7,7,9	3	100.0,100.0,1.39820567048	24.451389589,26.4173135733,3.79182489274
1	173238754	173252275	173235059	173477155	NR_037845	3	1	5.58497455555	100.0
1	173252277	173299284	173235059	173477155	NR_037845	3	1	19.4166776816	100.0
1	173513019	173554637	173500464	173603094	NM_178527	3	1	40.551495664	100.0
1	173555793	173574756	173500464	173603094	NM_178527	3	1	18.4770534931	100.0
1	173575798	173684313	173500464,173608335,173635521	173603094,173669862,173637133	NM_178527,NM_198493,NM_001195190	1,7,7	3	26.5965117412,100.0,100.0	25.1541261577,56.6990738608,1.48550891582
1	173723332	173723887	173714940	173786703	NM_014458	3	1	0.773379039338	100.0
1	174627824	174642563	174159413	174958190	NM_014857	3	1	1.84519584315	100.0
1	174650244	174685370	174159413	174958190	NM_014857	3	1	4.39747263629	100.0
1	174686779	174762457	174159413	174958190	NM_014857	3	1	9.47423373482	100.0
1	174850410	174897068	174159413,174799896,174874385,174875517	174958190,174995308,174958190,174958190	NM_014857,NM_001243765,NM_001243763,NM_001035230	3,3,9,9	4	5.84117970347,23.8767322375,27.0664041525,26.0677609377	100.0,100.0,48.6154571563,46.1892922971
1	174897070	174924876	174159413,174799896,174874385,174875517	174958190,174995308,174958190,174958190	NM_014857,NM_001243765,NM_001243763,NM_001035230	3,3,3,3	4	3.48107168834,14.2294229628,33.1794045701,33.6337135461	100.0,100.0,100.0,100.0
1	174929854	174937655	174159413,174799896,174874385,174875517,174934946	174958190,174995308,174958190,174958190,174954261	NM_014857,NM_001243765,NM_001243763,NM_001035230,NR_121196	3,3,3,3,9	5	0.976618004775,3.99207827564,9.30851381183,9.43597063128,14.0253688843	100.0,100.0,100.0,100.0,34.7263171388
1	174938070	174975070	174159413,174799896,174874385,174875517,174934946,174964767	174958190,174995308,174958190,174958190,174954261,174995308	NM_014857,NM_001243765,NM_001243763,NM_001035230,NR_121196,NM_001243764	1,3,1,1,1,9	6	2.518850693,18.9343540827,24.0081140743,24.3368451611,83.8260419363,33.7349792083	54.3783783784,100.0,54.3783783784,54.3783783784,43.7594594595,27.8459459459
1	175009718	175009930	174999434,174999755	175012027,175012027	NM_001007214,NM_014412	3,3	2	1.6834749464,1.72750977836	100.0,100.0
1	175010432	175024047	174999434,174999755,175012957	175012027,175012027,175023455	NM_001007214,NM_014412,NR_037606/NM_022100	1,1,7	3	12.6657666958,12.9970664928,100.0	11.7150201983,11.7150201983,77.1061329416
1	175030049	175044028	-	-	-	-	0	0	0
1	175182048	175183271	175156986,175156986	175193093,175192813	NM_001162894/NM_001162893,NM_001162895/NM_014656	3,3	2	3.38715484532,3.41362659447	100.0,100.0
1	175195162	175231075	-	-	-	-	0	0	0
1	175232938	175240598	-	-	-	-	0	0	0
1	175240600	175260494	-	-	-	-	0	0	0
1	175940866	175975833	175944825,175968396	176207244,175968540	NM_022457/NM_001286644/NM_001001740,NR_002998	9,7	2	11.8162175757,100.0	88.6778963022,0.411816855893
1	175978685	175996393	175944825	176207244	NM_022457/NM_001286644/NM_001001740	3	1	6.74798699789	100.0
1	176009352	176060827	175944825	176207244	NM_022457/NM_001286644/NM_001001740	3	1	19.615576616	100.0
1	176061247	176061850	175944825	176207244	NM_022457/NM_001286644/NM_001001740	3	1	0.229785190859	100.0
1	176221441	176251464	-	-	-	-	0	0	0
1	176315766	176417025	-	-	-	-	0	0	0
1	176888686	176948085	176857304,176861063,176868817	177164904,177164904,177164904	NM_001286164,NM_004319,NM_207108	3,3,3	3	19.3104681404,19.5493695716,20.0613333243	100.0,100.0,100.0
1	176948087	177110795	176857304,176861063,176868817,177029362	177164904,177164904,177164904,177029445	NM_001286164,NM_004319,NM_207108,NR_030163	3,3,3,7	4	52.8959687906,53.5503766773,54.952767261,100.0	100.0,100.0,100.0,0.0510116281928
1	177137658	177145814	176857304,176861063,176868817	177164904,177164904,177164904	NM_001286164,NM_004319,NM_207108	3,3,3	3	2.65149544863,2.6842986957,2.75459577759	100.0,100.0,100.0
1	177148438	177302821	176857304,176861063,176868817,177171387	177164904,177164904,177164904,177282422	NM_001286164,NM_004319,NM_207108,NM_021165	1,1,1,7	4	5.35305591678,5.41928179541,5.56120329498,100.0	10.6656821023,10.6656821023,10.6656821023,71.9217789523
1	177302842	177337020	-	-	-	-	0	0	0
1	177388500	177389273	-	-	-	-	0	0	0
1	177398646	177399086	-	-	-	-	0	0	0
1	177399143	177399180	-	-	-	-	0	0	0
1	177399182	177399376	-	-	-	-	0	0	0
1	177399378	177419228	-	-	-	-	0	0	0
1	177419448	177466266	-	-	-	-	0	0	0
1	178428785	178479960	178093728,178341470	178479513,178479513	NM_170692,NM_004841	1,1	2	13.149293,36.7479698355	99.1265266243,99.1265266243
1	178512779	178526066	178513076,178513076,178513076	178521811,178522654,178523500	NM_001170723,NM_032126,NM_001170724/NM_001170722	7,7,7	3	100.0,100.0,100.0	65.7409498006,72.0854971024,78.4526228645
1	178526846	178537458	-	-	-	-	0	0	0
1	178582338	178586048	-	-	-	-	0	0	0
1	178591352	178614278	-	-	-	-	0	0	0
1	178614280	178638624	-	-	-	-	0	0	0
1	178918429	178921649	178725146	178921842	NM_152663/NM_001286247	3	1	1.63704396632	100.0
1	178957847	178978935	-	-	-	-	0	0	0
1	179007595	179008163	-	-	-	-	0	0	0
1	179016524	179035065	179025938	179076567	NM_014864	9	1	18.0272176026	49.2260395879
1	179036706	179050735	179025938	179076567	NM_014864	3	1	27.7094155524	100.0
1	179094160	179095236	179081976	179095994	NM_022371	3	1	7.6758453417	100.0
1	179097592	179108778	179099326,179099326	179143089,179229684	NM_001136000/NM_005158/NM_001168239,NM_001168238/NM_001168237/NM_001168236/NM_007314	9,9	2	21.5981536915,7.25080163856	84.4984802432,84.4984802432
1	179120708	179125435	179099326,179099326,179110580	179143089,179229684,179229684	NM_001136000/NM_005158/NM_001168239,NM_001168238/NM_001168237/NM_001168236/NM_007314,NM_001136001	3,3,3	3	10.801361881,3.62616793753,3.96880037614	100.0,100.0,100.0
1	179159542	179184068	179099326,179110580	179229684,179229684	NM_001168238/NM_001168237/NM_001168236/NM_007314,NM_001136001	3,3	2	18.8143420427,20.5920875873	100.0,100.0
1	179187258	179197333	179099326,179110580	179229684,179229684	NM_001168238/NM_001168237/NM_001168236/NM_007314,NM_001136001	3,3	2	7.72871630433,8.45899382053	100.0,100.0
1	179201907	179210791	179099326,179110580	179229684,179229684	NM_001168238/NM_001168237/NM_001168236/NM_007314,NM_001136001	3,3	2	6.8150784762,7.45902740462	100.0,100.0
1	179217564	179228509	179099326,179110580	179229684,179229684	NM_001168238/NM_001168237/NM_001168236/NM_007314,NM_001136001	3,3	2	8.39610917627,9.18944787749	100.0,100.0
1	179508787	179522213	179365719,179365971	179554735,179554735	NM_144696,NR_073544	3,3	2	7.10310238287,7.11258502681	100.0,100.0
1	179523304	179532229	179365719,179365971	179554735,179554735	NM_144696,NR_073544	3,3	2	4.72182249122,4.72812612574	100.0,100.0
1	179549325	179584858	179365719,179365971,179550538	179554735,179554735,179575952	NM_144696,NR_073544,NM_014625/NM_001297575	1,1,7	3	2.8621915605,2.86601258715,100.0	15.2252835392,15.2252835392,71.5222469254
1	179659402	179670209	179591612,179591621,179591853,179606226	179691273,179691273,179691273,179691273	NM_001199091,NM_001199085/NM_173533,NM_001199089,NM_001199092	3,3,3,3	4	10.8437603476,10.8447396941,10.8700462684,12.707091373	100.0,100.0,100.0,100.0
1	179670211	179681576	179591612,179591621,179591853,179606226	179691273,179691273,179691273,179691273	NM_001199091,NM_001199085/NM_173533,NM_001199089,NM_001199092	3,3,3,3	4	11.403658402,11.4046883153,11.431301549,13.3631991722	100.0,100.0,100.0,100.0
1	179682251	179716873	179591612,179591621,179591853,179606226	179691273,179691273,179691273,179691273	NM_001199091,NM_001199085/NM_173533,NM_001199089,NM_001199092	1,1,1,1	4	9.0526886144,9.05350620158,9.07463287065,10.6082519078	26.0585754722,26.0585754722,26.0585754722,26.0585754722
1	179895576	179911539	179882041	179920077	NM_015602/NM_001267578	3	1	41.9681354506	100.0
1	179942161	179953765	-	-	-	-	0	0	0
1	179958766	179961908	179954772	180114880	NM_014810	3	1	1.96242536288	100.0
1	179970534	179975765	179954772	180114880	NM_014810	3	1	3.26716966048	100.0
1	180123932	180152344	-	-	-	-	0	0	0
1	180758426	180772076	180632009	180890279	NM_004736/NM_001135669	3	1	5.28516668603	100.0
1	180811178	180859067	180632009	180890279	NM_004736/NM_001135669	3	1	18.5422232547	100.0
1	180859069	180887907	180632009	180890279	NM_004736/NM_001135669	3	1	11.1658342045	100.0
1	180889043	180917613	180632009,180913176	180890279,180946103	NM_004736/NM_001135669,NM_020950	1,9	2	0.478568939482,13.4752634616	4.32621631082,15.5302765138
1	180938870	180969854	180913176	180946103	NM_020950	1	1	21.9667749871	23.344306739
1	181062847	181068954	-	-	-	-	0	0	0
1	181069809	181073796	-	-	-	-	0	0	0
1	181075651	181078277	-	-	-	-	0	0	0
1	181078289	181088545	181088501	181090843	NM_016545	9	1	1.87873612297	0.429017160686
1	181091656	181134872	-	-	-	-	0	0	0
1	181168685	181177900	181174483	181182206	NR_125966	9	1	44.2444645863	37.080846446
1	181244570	181261557	-	-	-	-	0	0	0
1	181269739	181277364	-	-	-	-	0	0	0
1	181286265	181335737	-	-	-	-	0	0	0
1	181370201	181389270	-	-	-	-	0	0	0
1	181399662	181408392	-	-	-	-	0	0	0
1	181410520	181416465	-	-	-	-	0	0	0
1	181422467	181422856	-	-	-	-	0	0	0
1	181424169	181449064	-	-	-	-	0	0	0
1	181457192	181470244	-	-	-	-	0	0	0
1	181470246	181470385	-	-	-	-	0	0	0
1	181470387	181514661	181483549	181806784	NM_001205293/NM_001205294/NM_000721	9	1	9.62519529135	70.2714911686
1	181515340	181535802	181483549	181806784	NM_001205293/NM_001205294/NM_000721	3	1	6.33037882655	100.0
1	181541865	181550218	181483549	181806784	NM_001205293/NM_001205294/NM_000721	3	1	2.58418797469	100.0
1	181560064	181619205	181483549	181806784	NM_001205293/NM_001205294/NM_000721	3	1	18.2965953563	100.0
1	181619224	181632129	181483549	181806784	NM_001205293/NM_001205294/NM_000721	3	1	3.99245131251	100.0
1	181632143	181636028	181483549	181806784	NM_001205293/NM_001205294/NM_000721	3	1	1.20191192167	100.0
1	181642906	181660068	181483549	181806784	NM_001205293/NM_001205294/NM_000721	3	1	5.30944978112	100.0
1	181665801	181682054	181483549	181806784	NM_001205293/NM_001205294/NM_000721	3	1	5.02823023497	100.0
1	181686053	181758318	181483549	181806784	NM_001205293/NM_001205294/NM_000721	3	1	22.3567992328	100.0
1	181758320	181775470	181483549	181806784	NM_001205293/NM_001205294/NM_000721	3	1	5.30573731186	100.0
1	181775609	181871759	181483549	181806784	NM_001205293/NM_001205294/NM_000721	1	1	9.64468575495	32.4232969319
1	181872440	181881001	-	-	-	-	0	0	0
1	181927265	181938836	-	-	-	-	0	0	0
1	181938857	181950331	-	-	-	-	0	0	0
1	181966596	182068478	182054569	182061712	NM_001009992	7	1	100.0	7.01105200133
1	182069439	182102340	-	-	-	-	0	0	0
1	183208320	183251801	183186038,183186038,183248236,183248236	183245127,183241271,183304874,183418499	NM_005562,NM_018891,NM_170706,NM_015039	1,1,9,9	4	62.2907817022,59.6581753662,6.29436067658,2.0938195615	84.6507670017,75.7825257009,8.19898346404,8.19898346404
1	183301720	183309881	183248236,183248236	183304874,183418499	NM_170706,NM_015039	1,3	2	5.56869945973,4.79317291484	38.6472246048,100.0
1	183365555	183398201	183248236	183418499	NM_015039	3	1	19.1738663127	100.0
1	183402512	183403169	183248236	183418499	NM_015039	3	1	0.385873619048	100.0
1	183404304	183432744	183248236	183418499	NM_015039	1	1	8.33710201277	49.9120956399
1	183446275	183546127	183460875,183472370	183471982,183554193	NR_040063,NM_201569/NM_201568/NM_173156/NM_001174061	7,9	2	100.0,90.1421360742	11.1234627248,73.8663221568
1	183546142	183564001	183472370,183555561,183555561	183554193,183590604,183590921	NM_201569/NM_201568/NM_173156/NM_001174061,NM_001190789/NM_000433/NM_001190794,NM_001127651	1,9,9	3	9.83953167202,24.084695945,23.8687782805	45.0809115852,47.2590850552,47.2590850552
1	183573527	183612227	183555561,183555561	183590604,183590921	NM_001190789/NM_000433/NM_001190794,NM_001127651	1,1	2	48.7315583711,49.1911764706	44.1266149871,44.9457364341
1	183620033	183678225	183626192,183636046,183646275	183635941,183928551,183653313	NM_001270439/NM_005717,NM_015149/NM_001297670/NM_001297669,NM_203454	7,9,7	3	100.0,14.4199244457,100.0	16.7531619467,72.4824718174,12.094445972
1	183678227	183709583	183636046	183928551	NM_015149/NM_001297670/NM_001297669	3	1	10.7198167553	100.0
1	183992714	184002571	183929661,183935831	184037770,184037770	NM_001303420,NM_015101/NM_001303421	3,3	2	9.11764977939,9.66950823532	100.0,100.0
1	184007639	184010142	183929661,183935831	184037770,184037770	NM_001303420,NM_015101/NM_001303421	3,3	2	2.31525589914,2.45538998813	100.0,100.0
1	184011444	184088658	183929661,183935831,184051650	184037770,184037770,184074210	NM_001303420,NM_015101/NM_001303421,NM_052965/NR_023349/NR_125335/NM_001127394/NM_001300764/NM_001300766	1,1,7	3	24.3513491014,25.8252484329,100.0	34.094853265,34.094853265,29.2174994172
1	184088660	184106636	-	-	-	-	0	0	0
1	184106638	184140468	-	-	-	-	0	0	0
1	184140576	184165014	-	-	-	-	0	0	0
1	184165016	184173633	-	-	-	-	0	0	0
1	184189663	184309570	-	-	-	-	0	0	0
1	184309938	184319685	-	-	-	-	0	0	0
1	184321382	184340928	-	-	-	-	0	0	0
1	184341082	184350408	-	-	-	-	0	0	0
1	184396103	184410589	184387015	184629021	NM_030806	3	1	5.98580200491	100.0
1	184415770	184433185	184387015	184629021	NM_030806	3	1	7.19610257597	100.0
1	184434362	184456335	184387015	184629021	NM_030806	3	1	9.07952695388	100.0
1	184456805	184471785	184387015	184629021	NM_030806	3	1	6.18992917531	100.0
1	184473830	184475510	184387015	184629021	NM_030806	3	1	0.694197664521	100.0
1	184475512	184534988	184387015	184629021	NM_030806	3	1	24.5762501756	100.0
1	184535134	184599059	184387015	184629021	NM_030806	3	1	26.4146343479	100.0
1	186033963	186086624	185734550	186190953	NM_031935	3	1	11.5382677152	100.0
1	186087012	186168591	185734550	186190953	NM_031935	3	1	17.8743347436	100.0
1	186257371	186266047	-	-	-	-	0	0	0
1	186878443	186906326	186828899	186988981	NM_024420/NM_001311193	3	1	17.4179483015	100.0
1	186982298	186996725	186828899	186988981	NM_024420/NM_001311193	1	1	4.17473544808	46.3228668469
1	187006406	187024780	-	-	-	-	0	0	0
1	188022613	188023861	-	-	-	-	0	0	0
1	188048815	188054185	-	-	-	-	0	0	0
1	192172696	192223100	192158461	192185815	NM_130782	1	1	47.9600789647	26.0276962146
1	192223102	192223110	-	-	-	-	0	0	0
1	192223232	192236901	-	-	-	-	0	0	0
1	193627053	193657046	-	-	-	-	0	0	0
1	193742800	193752012	-	-	-	-	0	0	0
1	193835080	193837620	-	-	-	-	0	0	0
1	193839373	193878466	-	-	-	-	0	0	0
1	193948434	193957700	-	-	-	-	0	0	0
1	193964928	193969813	-	-	-	-	0	0	0
1	194031824	194052854	-	-	-	-	0	0	0
1	194068761	194090841	-	-	-	-	0	0	0
1	194091121	194098703	-	-	-	-	0	0	0
1	194098750	194119986	-	-	-	-	0	0	0
1	196449887	196486234	196225780	196608431	NM_001287819/NM_001287820/NM_198503	3	1	9.49873383318	100.0
1	196495641	196521590	196225780	196608431	NM_001287819/NM_001287820/NM_198503	3	1	6.78137519567	100.0
1	196522541	196523112	196225780	196608431	NM_001287819/NM_001287820/NM_198503	3	1	0.149222137143	100.0
1	196523232	196554899	196225780	196608431	NM_001287819/NM_001287820/NM_198503	3	1	8.27568724504	100.0
1	197477573	197495317	197201461,197268203	197478455,197478455	NM_001257965,NM_001257966/NR_047564/NR_047563/NM_001193640/NM_201253	1,1	2	0.318418449497,0.419496604075	4.97069431921,4.97069431921
1	197765659	197778906	197504748,197552254,197734008	197775493,197775493,197775493	NM_001195215/NR_125340,NM_001300858/NM_144977,NM_001195216	1,1,1	3	3.63220004063,4.40514426243,23.7049535977	74.2356760021,74.2356760021,74.2356760021
1	197799684	197835163	-	-	-	-	0	0	0
1	197928367	197938797	197912504,197917386	197930143,197930143	NM_001014434,NM_020204	1,1	2	10.0685979931,13.9217684409	17.0278044104,17.0278044104
1	197940783	198034327	-	-	-	-	0	0	0
1	198037907	198047959	-	-	-	-	0	0	0
1	198050078	198055477	-	-	-	-	0	0	0
1	198816366	198835087	198808002	198937429	NR_040073	3	1	14.4645244037	100.0
1	198835240	198839101	198808002	198937429	NR_040073	3	1	2.98314880203	100.0
1	198843944	198891878	198808002,198858872,198859043	198937429,198858982,198859153	NR_040073,NR_029612,NR_029626	3,7,7	3	37.0355489967,100.0,100.0	100.0,0.229482204698,0.229482204698
1	198900516	198916986	198808002	198937429	NR_040073	3	1	12.7253200646	100.0
1	198917789	198948700	198808002	198937429	NR_040073	1	1	15.1745771748	63.5372521109
1	198950292	198956612	-	-	-	-	0	0	0
1	198956614	198974710	-	-	-	-	0	0	0
1	199437753	199467457	-	-	-	-	0	0	0
1	199467954	199468923	-	-	-	-	0	0	0
1	199471842	199478297	-	-	-	-	0	0	0
1	199479225	199502487	-	-	-	-	0	0	0
1	199614910	199661154	-	-	-	-	0	0	0
1	199661533	199672053	-	-	-	-	0	0	0
1	199984639	200013129	-	-	-	-	0	0	0
1	200025796	200074416	200027601,200042824	200177422,200177422	NM_003822/NM_205860,NM_001276464	9,9	2	31.2472884309,23.4713740174	96.2875359934,64.9773755656
1	200074737	200094653	200027601,200042824	200177422,200177422	NM_003822/NM_205860,NM_001276464	3,3	2	13.2931965479,14.7966537393	100.0,100.0
1	200095733	200121090	200027601,200042824	200177422,200177422	NM_003822/NM_205860,NM_001276464	3,3	2	16.9248636706,18.8390615017	100.0,100.0
1	200139419	200141867	200027601,200042824	200177422,200177422	NM_003822/NM_205860,NM_001276464	3,3	2	1.63394984682,1.81874916418	100.0,100.0
1	200147869	200155897	200027601,200042824	200177422,200177422	NM_003822/NM_205860,NM_001276464	3,3	2	5.35839435059,5.96442740605	100.0,100.0
1	200174019	200174703	200027601,200042824	200177422,200177422	NM_003822/NM_205860,NM_001276464	3,3	2	0.45654481014,0.50817991352	100.0,100.0
1	200177028	200220656	200027601,200042824	200177422,200177422	NM_003822/NM_205860,NM_001276464	1,1	2	0.262980490051,0.292723517437	0.90308975887,0.90308975887
1	200221582	200250635	-	-	-	-	0	0	0
1	200252218	200286385	-	-	-	-	0	0	0
1	200290482	200293936	-	-	-	-	0	0	0
1	200294770	200303397	-	-	-	-	0	0	0
1	200313732	200331170	-	-	-	-	0	0	0
1	200395746	200400629	-	-	-	-	0	0	0
1	200452339	200534177	-	-	-	-	0	0	0
1	200627850	200632025	-	-	-	-	0	0	0
1	200638104	200664355	200644036	200669998	NM_001031725	9	1	78.2643864109	77.4027656089
1	201051794	201059215	201039511	201112566	NM_000069	3	1	10.1581000616	100.0
1	201191347	201208745	201190824	201228952	NM_001164586	3	1	45.6305077633	100.0
1	201212089	201214273	201190824	201228952	NM_001164586	3	1	5.72807385648	100.0
1	201214646	201243707	201190824	201228952	NM_001164586	1	1	37.5209819555	49.2274870101
1	201248021	201249213	-	-	-	-	0	0	0
1	201264624	201289900	201283451	201332993	NM_000299/NM_001005337	9	1	13.0172378992	25.5143218864
1	201293200	201307202	201283451	201332993	NM_000299/NM_001005337	3	1	28.2628880546	100.0
1	201602944	201633728	-	-	-	-	0	0	0
1	201633730	201647872	-	-	-	-	0	0	0
1	201655873	201662342	201648321	201826974	NM_020443	3	1	3.62098593363	100.0
1	201700568	201707430	201648321,201688255	201826974,201829559	NM_020443,NR_046696	3,3	2	3.84096544698,4.8561965691	100.0,100.0
1	201721392	201725355	201648321,201688255	201826974,201829559	NM_020443,NR_046696	3,3	2	2.21826669577,2.80459151899	100.0,100.0
1	201729301	201737615	201648321,201688255	201826974,201829559	NM_020443,NR_046696	3,3	2	4.65371418336,5.88376832928	100.0,100.0
1	201737617	201816011	201648321,201688255,201739834,201808610	201826974,201829559,201826974,201808702	NM_020443,NR_046696,NM_001167738,NR_031599	3,3,9,7	4	43.880595344,55.4789673328,87.4190957081,100.0	100.0,100.0,97.1719774473,0.117355920096
1	201816115	201841401	201648321,201688255,201739834,201829159	201826974,201829559,201826974,201884294	NM_020443,NR_046696,NM_001167738,NM_018085	1,1,1,9	4	6.07826344926,9.51423880428,12.4615561166,22.2036818718	42.9447124891,53.1677608163,42.9447124891,48.4141422131
1	201846521	201856529	201829159	201884294	NM_018085	3	1	18.1518091956	100.0
1	201856531	201891497	201829159,201863372,201888668,201888676	201884294,201863447,201892587,201892587	NM_018085,NR_106797,NR_030775,NM_198149	1,7,9,9	4	50.3545842024,100.0,72.1867823424,72.1298900537	79.3999885603,0.214494079963,8.09071669622,8.06783732769
1	201929083	201947225	201896455	201946588	NM_012134	1	1	34.9171204596	96.488810495
1	201953142	201964626	201955490	201970661	NM_006335	9	1	60.2201568783	79.5541623128
1	201967518	201969528	201955490	201970661	NM_006335	3	1	13.2489618351	100.0
1	201969530	201970570	201955490	201970661	NM_006335	3	1	6.85518423308	100.0
1	201978948	202008698	201982637,201983329,202003123	202006147,202006147,202003236	NM_020216/NM_001319183/NM_001319184,NM_001319182,NR_106798	7,7,7	3	100.0,100.0,100.0	79.025210084,76.6991596639,0.379831932773
1	202017291	202032009	-	-	-	-	0	0	0
1	202032867	202069883	-	-	-	-	0	0	0
1	202084689	202150605	202122900,202133403,202147012,202147012	202129506,202144743,202159991,202161588	NM_004767,NM_138795/NM_001256129,NM_080588,NM_002832/NM_001199797/NR_037664/NR_037663	7,7,9,9	4	100.0,100.0,27.6831805224,24.6501097695	10.0218459858,17.2037138176,5.4508768736,5.4508768736
1	202311879	202323933	202193989,202203776,202214154	202319761,202319761,202319761	NM_001017403,NM_021636,NM_001017404	1,1,1	3	6.26689565245,6.79570634134,7.46352041058	65.3890824623,65.3890824623,65.3890824623
1	202325242	202325976	-	-	-	-	0	0	0
1	202328550	202328963	-	-	-	-	0	0	0
1	202329257	202332554	202331656	202341966	NM_001310326/NM_014176	9	1	8.70999030068	27.236882014
1	202348128	202355318	202348701,202348701	202588569,202438242	NM_002481,NM_001167858/NM_001167857	9,9	2	2.75860056364,7.38991076713	92.0305980529,92.0305980529
1	202355320	202368347	202348701,202348701	202588569,202438242	NM_002481,NM_001167858/NM_001167857	3,3	2	5.43090366368,14.5486425213	100.0,100.0
